,"Менеджер: Садова Алина Дмитриевна
Email: alinas@megamind.ru
Телефон: +7 (920) 663-50-75
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
 ,"Чемодан 6

(альтернативный способ доставки)","Материал: АБС+ПС
Размер: 35*23*55 см
Упаковка: заводская упаковка
Примечание от фабрики:  ", Дизайн: сток,30000,"61,8","6862,0",60-65,,,,20 000,5,15-17,
,,,,40000,"59,8","6640,6",60-65,,,,,,,
 ,"Чемодан 6

(доставка контейнером)","Материал: АБС+ПС
Размер: 35*23*55 см
Упаковка: заводская упаковка
Примечание от фабрики:  ", Дизайн: сток,30000,"20,9","2148,8",90-95,,,,20 000,5,15-17,
,,,,40000,"20,1","2072,7",90-95,,,,,,,
 ,"Чемодан 6

(альтернативный способ доставки)","Материал: АБС+ПС
Размер: 35*23*55 см
Упаковка: заводская упаковка
Примечание от фабрики:  ", Дизайн: лого 2 цвета+выкрас в пантон,30000,"63,1","6999,3",70-75,,,,33 000,12,22-24,
,,,,40000,"61,1","6773,5",70-75,,,,,,,
 ,"Чемодан 6

(доставка контейнером)","Материал: АБС+ПС
Размер: 35*23*55 см
Упаковка: заводская упаковка
Примечание от фабрики:  ", Дизайн: лого 2 цвета+выкрас в пантон,30000,"22,2","2288,4",100-105,,,,33 000,12,22-24,
,,,,40000,"21,4","2208,1",100-105,,,,,,,
 ,"Чемодан 7

(альтернативный способ доставки)","Материал: АБС+ПС
Размер: 40*40*23 см
Упаковка: заводская упаковка
Примечание от фабрики:  ", Дизайн: сток,30000,"46,8","5172,2",60-65,,,,14 500,5,15-17,
,,,,40000,"45,3","5005,4",60-65,,,,,,,
 ,"Чемодан 7

(доставка контейнером)","Материал: АБС+ПС
Размер: 40*40*23 см
Упаковка: заводская упаковка
Примечание от фабрики:  ", Дизайн: сток,30000,"20,0","2065,0",90-95,,,,14 500,5,15-17,
,,,,40000,"19,3","1991,4",90-95,,,,,,,
 ,"Чемодан 7

(альтернативный способ доставки)","Материал: АБС+ПС
Размер: 40*40*23 см
Упаковка: заводская упаковка
Примечание от фабрики:  ", Дизайн: лого 2 цвета+выкрас в пантон,30000,"48,1","5309,6",70-75,,,,16 500,15,25-27,
,,,,40000,"46,6","5138,3",70-75,,,,,,,
 ,"Чемодан 7

(доставка контейнером)","Материал: АБС+ПС
Размер: 40*40*23 см
Упаковка: заводская упаковка
Примечание от фабрики:  ", Дизайн: лого 2 цвета+выкрас в пантон,30000,"21,4","2204,6",100-105,,,,16 500,15,25-27,
,,,,40000,"20,6","2126,8",100-105,,,,,,,
Наклейки на чемодан,,,,,,,,,,,,,,
1. Глянцевая ламинация,,,,,,,,,,,,,,
 ,"наклейка (цена примерная, точная после предоставления макетов)","Материал: белая самоклеящаяся пленка
Размер: примерный размер 11*24 см, можно менять
Упаковка: заводская упаковка
Примечание от фабрики: надсечка по контуру, резка поштучно, в стоимости учтена 1 наклейка большого размера"," Дизайн: печать цифровая 4+0 (СMYK),",30000,"0,7","80,8",45-50,"1,0","112,5",35-40,4 500,4,14-16,
,,,,40000,"0,7","80,8",,"1,0","112,5",,,,,
2. Наклейки с кристаллическим нанесением водостойкие,,,,,,,,,,,,,,
 ,наклейка,"Материал:  самоклеящаяся пленка
Размер: примерно 11*24 см
Упаковка: заводская упаковка
Примечание от фабрики: надсечка по контуру, резка поштучно, в стоимости учтена 1 наклейка большого размера", Дизайн: печать цифровая 4+0 ,30000,"1,4","152,6",45-50,"1,7","184,3",35-40,4 500,4,14-16,
,,,,40000,"1,4","152,6",,"1,7","184,3",,,,,
 ,чехол для чемодана с мешочком,"Материал: чехол - 100% полиэстер; мешочек-100% полиэстер; шнур атласный (100% полиэфир)
Размер: М 52-62 см
Упаковка: в мешок из 100% полиэстера; 
Примечание от фабрики: цвета  сочные, яркие - полная заливка"," Дизайн: по макету клиента,  с нанесением лого",30000,"10,2","1082,2",52-62 ,"11,48","1 227,89",42-52 ,"18 000,00",9,19-21,
,,,,40000,"9,1","968,3",52-62 ,"10,22","1 089,71",42-52 ,,,,
 ,подстаканники,"Материал: полиэфирное волокно
Размер: 17*15 см, диаметр -24 см
Упаковка: заводская упаковка

 
"," Дизайн: по макету клиента,  с нанесением лого, варианты нанесения: вышивка, многоцветная печать (учтено в стоимости)",30000,"5,7","607,1",52-62 ,"6,42","686,45",42-52 ,"11 500,00",7,17-19,
,,,,40000,"4,4","461,3",52-62 ,"4,64","485,12",42-52 ,,,,
,"Ремувка (указана примерная стоимость, точная после предоставления макетов）","Материал: полиэстер
Размер: 13*3 см
Упаковка: заводская упаковка
Примечание от фабрики: 1 дизайн в тираже. Ремувка с рисунком/логотипом по макету клиента. Возможны различные виды кастомизации, для расчета точной цены необходим макет"," Дизайн: по макету клиента, посчитано обычное металлическое колечко как на фото слева, также есть разные виды карабинов (см доп фото)",30000,"1,3","142,4",50-55 ,"1,49","162,35",40-45,"8 000,00",11,21-23,
,,,,40000,"1,3","139,7",,"1,46","159,68",,,,,
,бирка на чемодан,"Материал: искусственная кожа
Размер: приблизительно 12x7 см
Упаковка: заводская упаковка
"," Дизайн: возможна полная запечатка, выкрас в пантон, нанесение лого тампопечатью или тиснением (учтено в стоимости)",30000,"1,3","137,5",50-55 ,"1,41","147,74",40-45,"10 000,00",9,19-21,
,,,,40000,"1,3","137,5",,"1,41","147,73",,,,,
 ,маска для глаз (доставка контейнером),"Материал:  оксфорд, полиэстер
Размер: примерно 190*80 мм;
Упаковка: заводская упаковка
"," Дизайн:  цвет серый, Pantone Cool Gray 9 C или Cool Gray 11 C",30000,"0,9","99,8",65-70 ,"1,09","118,59",55-60,8000,9,19-21,
,,,,40000,"0,9","99,8",,"1,09","118,58",,,,,
 ,"маска-подушка с карабином 
","Материал:  полиэстер, спандекс, наполнение - пп хлопок
Размер: 18*15 см в собранном виде; 29*18 см - в разложенном виде
Упаковка: заводская упаковка
Примечание от фабрики: мин тираж с изменением формы и цвета 1000 шт
"," Дизайн: в стоимости учтен сток, для расчета кастома нужен макет",30000,"6,3","681,9",90-95,"7,63","828,32",85-80,14000,9,19-21,
,,,,40000,"6,3","681,9",,"7,63","828,32",,,,,
Доставка морем (контейнеры),,,,,,,,,,,,,,
1. Глянцевая ламинация,,,,,,,,,,,,,,
 ,"наклейка (цена примерная, точная после предоставления макетов)","Материал: белая самоклеящаяся пленка
Размер: примерный размер 11*24 см, можно менять
Упаковка: заводская упаковка
Примечание от фабрики: надсечка по контуру, резка поштучно, в стоимости учтена 1 наклейка большого размера"," Дизайн: печать цифровая 4+0 (СMYK),",30000,"0,8","86,8",105-110,,,,4 500,4,14-16,
,,,,40000,"0,7","68,3",,,,,,,,
2. Наклейки с кристаллическим нанесением водостойкие,,,,,,,,,,,,,,
 ,наклейка,"Материал:  самоклеящаяся пленка
Размер: примерно 11*24 см
Упаковка: заводская упаковка
Примечание от фабрики: надсечка по контуру, резка поштучно, в стоимости учтена 1 наклейка большого размера", Дизайн: печать цифровая 4+0 ,30000,"1,5","155,3",105-110,,,,4 500,4,14-16,
,,,,40000,"1,3","136,8",,,,,,,,
 ,чехол для чемодана с мешочком,"Материал: чехол - 100% полиэстер; мешочек-100% полиэстер; шнур атласный (100% полиэфир)
Размер: М 52-62 см
Упаковка: в мешок из 100% полиэстера; 
Примечание от фабрики: цвета  сочные, яркие - полная заливка"," Дизайн: по макету клиента,  с нанесением лого",30000,"8,4","861,5",112-117,,,,"18 000,00",9,19-21,
,,,,40000,"7,4","766,7",,,,,,,,
 ,подстаканники,"Материал: полиэфирное волокно
Размер: 17*15 см, диаметр -24 см
Упаковка: заводская упаковка

 
"," Дизайн: по макету клиента,  с нанесением лого, варианты нанесения: вышивка, многоцветная печать (учтено в стоимости)",30000,"4,5","458,6",112-117,,,,"11 500,00",7,17-19,
,,,,40000,"4,3","439,2",,,,,,,,
,"Ремувка (указана примерная стоимость, точная после предоставления макетов）","Материал: полиэстер
Размер: 13*3 см
Упаковка: заводская упаковка
Примечание от фабрики: 1 дизайн в тираже. Ремувка с рисунком/логотипом по макету клиента. Возможны различные виды кастомизации, для расчета точной цены необходим макет"," Дизайн: по макету клиента, посчитано обычное металлическое колечко как на фото слева, также есть разные виды карабинов (см доп фото)",30000,"1,3","138,3",110-115,,,,"8 000,00",11,21-23,
,,,,40000,"1,1","115,1",,,,,,,,
,бирка на чемодан ,"Материал: искусственная кожа
Размер: приблизительно 12x7 см
Упаковка: заводская упаковка
Внимание: данная позиция расчитана с учетом того, что она поедет сборным грузом с чем-то другим в контейнере, отдельно лучше вести жд или авиа"," Дизайн: возможна полная запечатка, выкрас в пантон, нанесение лого тампопечатью или тиснением (учтено в стоимости)",30000,"1,3","134,5",110-115,,,,"10 000,00",9,19-21,
,,,,40000,"1,3","129,4",,,,,,,,
БЕЛАРУСЬ (АВТО),,,,,,,,,,,,,,
1. Глянцевая ламинация,,,,,,,,,,,,,,
 ,"наклейка (цена примерная, точная после предоставления макетов)","Материал: белая самоклеящаяся пленка
Размер: примерный размер 11*24 см, можно менять
Упаковка: заводская упаковка
Примечание от фабрики: надсечка по контуру, резка поштучно, в стоимости учтена 1 наклейка большого размера"," Дизайн: печать цифровая 4+0 (СMYK),",30000,"16,3","1841,5",51-55,,,,4 500,4,14-16,
,,,,40000,"16,3","1841,5",,,,,,,,
2. Наклейки с кристаллическим нанесением водостойкие,,,,,,,,,,,,,,
 ,наклейка,"Материал:  самоклеящаяся пленка
Размер: примерно 11*24 см
Упаковка: заводская упаковка
Примечание от фабрики: надсечка по контуру, резка поштучно, в стоимости учтена 1 наклейка большого размера", Дизайн: печать цифровая 4+0 ,30000,"17,0","1913,3",51-55,,,,4 500,4,14-16,
,,,,40000,"17,0","1913,3",,,,,,,,
 ,чехол для чемодана с мешочком,"Материал: чехол - 100% полиэстер; мешочек-100% полиэстер; шнур атласный (100% полиэфир)
Размер: М 52-62 см
Упаковка: в мешок из 100% полиэстера; 
Примечание от фабрики: цвета  сочные, яркие - полная заливка"," Дизайн: по макету клиента,  с нанесением лого",30000,"50,3","5627,2",58-63,,,,"18 000,00",9,19-21,
,,,,40000,"42,6","4755,8",,,,,,,,
 ,подстаканники,"Материал: полиэфирное волокно
Размер: 17*15 см, диаметр -24 см
Упаковка: заводская упаковка

 
"," Дизайн: по макету клиента,  с нанесением лого, варианты нанесения: вышивка, многоцветная печать (учтено в стоимости)",30000,"30,6","3422,7",58-63,,,,"11 500,00",7,17-19,
,,,,40000,"30,6","3422,6",,,,,,,,
,"Ремувка (указана примерная стоимость, точная после предоставления макетов）","Материал: полиэстер
Размер: 13*3 см
Упаковка: заводская упаковка
Примечание от фабрики: 1 дизайн в тираже. Ремувка с рисунком/логотипом по макету клиента. Возможны различные виды кастомизации, для расчета точной цены необходим макет"," Дизайн: по макету клиента, посчитано обычное металлическое колечко как на фото слева, также есть разные виды карабинов (см доп фото)",30000,"8,6","967,2",56-61,,,,"8 000,00",11,21-23,
,,,,40000,"8,6","964,6",,,,,,,,
,бирка на чемодан ,"Материал: искусственная кожа
Размер: приблизительно 12x7 см
Упаковка: заводская упаковка
Внимание: данная позиция расчитана с учетом того, что она поедет сборным грузом с чем-то другим в контейнере, отдельно лучше вести жд или авиа"," Дизайн: возможна полная запечатка, выкрас в пантон, нанесение лого тампопечатью или тиснением (учтено в стоимости)",30000,"3,2","351,7",56-61,,,,"10 000,00",9,19-21,
,,,,40000,"3,2","351,7",,,,,,,,
КАЗАХСТАН (АВТО),,,,,,,,,,,,,,
 ,"наклейка (цена примерная, точная после предоставления макетов)","Материал: белая самоклеящаяся пленка
Размер: примерный размер 11*24 см, можно менять
Упаковка: заводская упаковка
Примечание от фабрики: надсечка по контуру, резка поштучно, в стоимости учтена 1 наклейка большого размера"," Дизайн: печать цифровая 4+0 (СMYK),",30000,"0,6","64,9",35-40,,,,4 500,4,14-16,
,,,,40000,"0,6","64,9",,,,,,,,
 ,наклейка,"Материал:  самоклеящаяся пленка
Размер: примерно 11*24 см
Упаковка: заводская упаковка
Примечание от фабрики: надсечка по контуру, резка поштучно, в стоимости учтена 1 наклейка большого размера", Дизайн: печать цифровая 4+0 ,30000,"1,3","136,7",35-40,,,,4 500,4,14-16,
,,,,40000,"1,3","136,7",,,,,,,,
 ,чехол для чемодана с мешочком,"Материал: чехол - 100% полиэстер; мешочек-100% полиэстер; шнур атласный (100% полиэфир)
Размер: М 52-62 см
Упаковка: в мешок из 100% полиэстера; 
Примечание от фабрики: цвета  сочные, яркие - полная заливка"," Дизайн: по макету клиента,  с нанесением лого",30000,"8,7","907,4",42-47,,,,"18 000,00",9,19-21,
,,,,40000,"7,9","822,6",,,,,,,,
 ,подстаканники,"Материал: полиэфирное волокно
Размер: 17*15 см, диаметр -24 см
Упаковка: заводская упаковка

 
"," Дизайн: по макету клиента,  с нанесением лого, варианты нанесения: вышивка, многоцветная печать (учтено в стоимости)",30000,"5,0","527,8",42-47,,,,"11 500,00",7,17-19,
,,,,40000,"4,2","437,5",,,,,,,,
,"Ремувка (указана примерная стоимость, точная после предоставления макетов）","Материал: полиэстер
Размер: 13*3 см
Упаковка: заводская упаковка
Примечание от фабрики: 1 дизайн в тираже. Ремувка с рисунком/логотипом по макету клиента. Возможны различные виды кастомизации, для расчета точной цены необходим макет"," Дизайн: по макету клиента, посчитано обычное металлическое колечко как на фото слева, также есть разные виды карабинов (см доп фото)",30000,"0,9","89,8",40-45,,,,"8 000,00",11,21-23,
,,,,40000,"0,8","87,2",,,,,,,,
,бирка на чемодан ,"Материал: искусственная кожа
Размер: приблизительно 12x7 см
Упаковка: заводская упаковка
Внимание: данная позиция расчитана с учетом того, что она поедет сборным грузом с чем-то другим в контейнере, отдельно лучше вести жд или авиа"," Дизайн: возможна полная запечатка, выкрас в пантон, нанесение лого тампопечатью или тиснением (учтено в стоимости)",30000,"1,3","130,8",40-45,,,,"10 000,00",9,19-21,
,,,,40000,"1,3","130,7",,,,,,,,
