 ,"Плед для пикника Soft & Dry, синий",Саша,"Материал: полиэстер с водоотталкивающим покрытием
Размер: 150*180 cм
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: с лого, просчет с учетом альтернативной доставки жд ",5000,"15,0","1276,4",45-50,,,,12 394,10,20-22,
,,,,,10000,"14,5","1234,7",50-60,,,,,,,
,,,,,20000,"12,7","1076,2",50-60,,,,,,,
 ,"Плед для пикника Soft & Dry, синий",Саша,"Материал: полиэстер с водоотталкивающим покрытием
Размер: 150*180 cм
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: с лого+выкрас, просчет с учетом альтернативной доставки жд ",5000,"17,2","1459,0",45-50,,,,12 394,10,20-22,
,,,,,10000,"17,2","1458,8",50-60,,,,,,,
,,,,,20000,"15,5","1316,8",50-60,,,,,,,
 ,Косметичка CANVAS,Аня,"Материал: хлопок
Размер: 13 х 11 х 23 см
Упаковка: инд пакет
Примечание от фабрики: для уточнения стоимости необходима проработка образца"," Дизайн: нанесение лого, тиснение",5000,"8,6","731,6",65-70,"9,6","811,9",55-60,11 500,10,20-22,
,,,,,10000,"8,3","702,1",,"9,2","782,5",,,,,
,,,,,20000,"7,8","662,1",,"8,6","721,1",,,,,
 ,Многоразовый эко-набор столовых приборов Bamboo,Саша,"Материал: бамбук
Размер: 20*2,8cм, 20*4cм, 20*2,2см , 20*0,7cм,20*1 cм
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: выкрас чехла в цвет клиента,5000,"2,5","213,9",65-70,"2,8","237,8",55-60,3 679,4,14-16,
,,,,,10000,"2,4","204,9",70-75,"2,7","228,1",60-65,,,,
,,,,,20000,"2,3","198,3",70-75,"2,6","220,7",60-65,,,,
 ,Многоразовый эко-набор столовых приборов Bamboo,Саша,"Материал: бамбук
Размер: 20*2,8cм, 20*4cм, 20*2,2см , 20*0,7cм,20*1 cм
Упаковка: инд пакет
Примечание от фабрики: "," Дизайн: с лого, выкрас чехла в цвет клиента",5000,"2,6","220,9",65-70,"2,9","244,8",55-60,3 679,4,14-16,
,,,,,10000,"2,4","204,9",70-75,"2,7","228,1",60-65,,,,
,,,,,20000,"2,3","198,3",70-75,"2,6","220,7",60-65,,,,
 ,"Лампа-органайзер Crolly c беспроводной зарядкой 15W, черный",Света Ч,"Материал: алюминий, пластик
Размер: 130*155*325 мм
Упаковка: индивидуальная коробка

","Дизайн: 
- нанесение логотипа УФ-печать
- индивидуальный дизайн коробки
- замена инструкции на русскоязычную",5000,"18,6","1576,8",65-70,"19,9","1692,3",55-60,6 700,10,20-22,
,,,,,10000,"17,1","1449,4",,"18,4","1561,1",,,,,
,,,,,20000,"16,0","1363,4",,"17,3","1472,1",,,,,
 ,Офисный органайзер,Аня,"Материал: экокожа
Размер: 29.3 х 14 см
Упаковка: инд пакет
Примечание от фабрики: для уточнения стоимости необходима проработка образца", Дизайн: тиснение лого,5000,"12,6","1074,5",55-60,"16,3","1384,4",45-50,6 400,8,18-20,
,,,,,10000,"11,6","986,1",,"15,1","1281,4",,,,,
,,,,,20000,"11,4","972,8",,"14,6","1242,1",,,,,
 ,"Антигравитационный увлажнитель antiGravity, белый",Аня,"Материал: пластик
Размер: 20 х 18 х 25 см
Упаковка: инд коробка
Примечание от фабрики: для уточнения стоимости необходима проработка образца"," Дизайн: печать лого, шелкография",5000,"33,9","2879,0",45-50,"37,8","3215,6",35-40,8 000,7,17-19,
,,,,,10000,"33,1","2816,2",,"37,1","3152,8",,,,,
,,,,,20000,"32,2","2736,8",,"36,2","3073,4",,,,,
 ,Термокружка Embrace,Света Л,"Материал: нержавеющая сталь
Размер: 900 мл, 27 х 7.8 х 9 см
Упаковка: индивидуальная коробка
Примечание от фабрики: для уточнения стоимости необходима проработка образца"," Дизайн: печать лого, шелкография",5000,"9,0","768,4",50-55,"11,4","971,8",40-45,9 150,7,17-19,
,,,,,10000,"8,8","746,3",,"11,2","949,7",,,,,
,,,,,20000,"8,5","724,3",,"10,9","927,7",,,,,
 ,Термокружка Embrace,Света Л,"Материал: нержавеющая сталь
Размер: 900 мл, 27 х 7.8 х 9 см
Упаковка: индивидуальная коробка
Примечание от фабрики: для уточнения стоимости необходима проработка образца"," Дизайн: печать лого, шелкография (можно выкрасить в пантон, входит в стоимость)
",5000,"8,5","722,9",45-55,"10,8","919,6",35-45,8 990,7,17-19,
,,,,,10000,"8,2","700,8",,"10,6","897,5",,,,,
,,,,,20000,"8,0","678,8",,"10,3","875,5",,,,,
 ,Автоматический зонт с карабином Yara,Саша,"Материал: ручка-пластик, купол - полиэстер с водоотталкивающей основой 
Размер: 117*62см - когда раскрыт, 32*6 см - в закрытом состояние
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: с лого,5000,"7,5","635,1",50-55,"9,1","774,8",40-45,8 892,7,17-19,
,,,,,10000,"7,2","615,4",55-60,"8,8","750,7",45-50,,,,
,,,,,20000,"7,4","628,7",55-60,"8,9","759,6",45-50,,,,
 ,Автоматический зонт с карабином Yara,Саша,"Материал: ручка-пластик, купол - полиэстер с водоотталкивающей основой 
Размер: 117*62см - когда раскрыт, 32*6 см - в закрытом состояние
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: с лого+выкрас в цвет клиента,5000,"8,4","716,9",50-55,"10,1","856,5",40-45,8 892,10,20-22,
,,,,,10000,"8,2","694,7",55-60,"9,8","830,0",45-50,,,,
,,,,,20000,"7,9","672,6",55-60,"9,5","803,5",45-50,,,,
 ,Механический значок «Алкометр»,Света Ч,"Материал: цинковый сплав
Размер: около 15*20 мм
Упаковка: индивидуальный пакетик
","Дизайн: 
- индивидуальная форма и дизайн с подвижным элементом
",5000,"0,6","52,1",35-40,"0,6","52,6",25-30,12 000,17,27-29,
,,,,,10000,"0,5","41,0",35-40,"0,5","41,4",25-30,,,,
,,,,,20000,"0,4","31,0",40-45,"0,3","25,8",30-35,,,,
 ,"Фартук Ukiyo из
переработанног
о хлопка",Арина,"Материал: переработанный хлопок
Размер: 70*90 см (настраивается)
Упаковка: индивидуальный пакетик","Дизайн: 
индивидуальный цвет, шелкография двухцветный логотип",5000,"7,2","609,9",55-60,"7,7","654,8",45-50,10 000,8,18-20,
,,,,,10000,"4,9","415,1",,"5,4","457,2",,,,,
,,,,,20000,"3,1","259,0",,"3,5","298,3",,,,,
 ,Фартук Canvas,Арина,"Материал: плотный хлопок
Размер: 70*90 см (настраивается)
Упаковка: индивидуальный пакетик","Дизайн: 
индивидуальный цвет, шелкография двухцветный логотип
",5000,"7,2","611,4",45-50,"7,7","657,2",35-40,10 000,12,22-24,
,,,,,10000,"5,2","444,7",,"5,8","490,5",,,,,
,,,,,20000,"3,3","279,4",,"3,8","325,2",,,,,
 ,Плед Ukiyo,Саша,"Материал: акрил, переработанный пластик
Размер: 130*150 cм
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: с лого,5000,"9,5","804,4",70-75,"11,1","941,1",60-65,23 022,7,17-19,
,,,,,10000,"9,1","770,7",75-80,"10,6","903,2",65-70,,,,
,,,,,20000,"8,7","742,2",75-80,"10,2","870,3",65-70,,,,
 ,Плед Ukiyo,Саша,"Материал: акрил, переработанный пластик
Размер: 130*150 cм
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: с лого,5000,"10,0","846,5",70-75,"11,6","983,3",60-65,23 022,10,20-22,
,,,,,10000,"9,4","798,0",75-80,"11,0","930,4",65-70,,,,
,,,,,20000,"9,1","772,9",75-80,"10,6","901,1",65-70,,,,
 ,Накидка Ukiyo Hisako,Саша,"Материал: хлопок, переработанный хлопок
Размер:  100x180 cм
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: с лого,5000,"9,7","824,3",70-75,"11,6","984,9",60-65,22 961,7,17-19,
,,,,,10000,"9,3","790,1",75-80,"11,1","945,7",65-70,,,,
,,,,,20000,"9,0","760,9",75-80,"10,7","911,6",65-70,,,,
 ,Накидка Ukiyo Hisako,Саша,"Материал: хлопок, переработанный хлопок
Размер:  100x180 cм
Упаковка: инд пакет
Примечание от фабрики: ", Дизайн: с лого,5000,"10,6","899,2",70-75,"12,5","1059,8",60-65,22 961,10,20-22,
,,,,,10000,"10,0","849,0",75-80,"11,8","1004,7",65-70,,,,
,,,,,20000,"9,7","822,4",75-80,"11,5","973,0",65-70,,,,
