,"Органайзер для канцелярии 1
Вращающийся","Материал: пластик
Размер: 13х17,8 см
Цвет: белый, голубой, серый
", Дизайн: шелкография в один цвет,,"8,2","880,5",55-60,,,,"18 300,00",10,20-22,
,Органайзер для канцелярии 2,"Материал: пластик
Размер: 11,5х11,6 см
Цвет: прозрачный, голубой, сине-зеленый
", Дизайн: шелкография в один цвет,,"3,1","334,1",55-60,,,,"17 400,00",10,20-22,
,Органайзер для канцелярии 3,"Материал: искусственная кожа
Размер: 20х9х11 см
Цвет: черный, голубой, белый, серый", Дизайн: шелкография в один цвет либо тиснение,,"9,8","1051,0",55-60,,,,"19 900,00",10,20-22,
,Органайзер для канцелярии 4,"Материал: 
Размер: 
Упаковка: 
Примечание от фабрики: ", Дизайн: шелкография в один цвет,,"10,8","1156,4",55-60,,,,"18 500,00",10,20-22,
 ,Дождевик ,"Материал: экологически чистый ЭВА
Размер:  115*65 см
Упаковка: индивидуальный пакет
Примечание от фабрики: рукава без резинок, плотность 100 гр"," Дизайн: лого компании в 1 цвет на спине, нанесение на груди ",4000,"2,3","254,6",45-50 ,,,,"19 000,00",9,19-21,
 ,Дождевик ,"Материал: экологически чистый ЭВА
Размер:  115*65 см
Упаковка: индивидуальный пакет
Примечание от фабрики: рукава без резинок, плотность 135 гр"," Дизайн: лого компании в 1 цвет на спине, нанесение на груди",4000,"2,4","266,6",45-50 ,,,,"19 000,00",9,19-21,
 ,Дождевик ,"Материал: экологически чистый ЭВА
Размер:  115*65 см
Упаковка: индивидуальный пакет
Примечание от фабрики: рукава без резинок, плотность 100 гр"," Дизайн: лого компании в 1 цвет на спине, нанесение на груди",4000,"2,9","318,9",45-50 ,,,,"13 500,00",9,19-21,
 ,Дождевик ,"Материал: экологически чистый ЭВА
Размер:  115*65 см
Упаковка: индивидуальный пакет
Примечание от фабрики: рукава без резинок, плотность 140 гр"," Дизайн: лого компании в 1 цвет на спине, нанесение на груди",4000,"3,1","331,0",45-50 ,,,,"13 500,00",9,19-21,
 ,"магнитный зарядный аккумулятор 
 1","Материал: ABS, поликарбонат, магниты
Размер: 90*67.5*25mm
Упаковка: OPP-пакетик
Примечание от фабрики: можно упаковать в коробочку, прилагаю ее в доп фото, запечатка коробки с лого или кастомом тоже возможна, но увеличит цену. Характеристики с передней стороны можно убрать, туда нанести лого (на цену не повлияет), можно нанести лого на заднюю часть аккумулятора). 10000 мА/ч, 20 Вт - Выход Type-C
18 Вт - вход Type-C; 22,5 Вт - USB-выход; 15 Вт - выход для беспроводной зарядки", Дизайн: нанесение лого клиента 5*3 см (учтено в стоимости),500,"35,5","3679,4",37-42,,,,13 000,11,21-23,
 ,"магнитный зарядный аккумулятор 
2","Материал: ABS, поликарбонат, магниты
Размер:105.5*67.5*22mm
Упаковка: индивидуальная заводская упаковка
Примечание от фабрики: лого можно нанести на переднюю, заднюю или боковую часть (учтено в стоимости), 10000 мА/ч, вход TYPE-C: 5 В/3 А, 9 В/2 А
Проводной выход TYPE-C: 20 Вт
Выход TYPE-C - PD 5В/3А 9В/2,2А 12В/1,67А
Беспроводная зарядка QI 15 Вт/10 Вт/7,5 Вт/5 Вт", Дизайн: нанесение лого клиента 5*3 см (учтено в стоимости),500,"15,7","1637,6",37-42,,,,8 000,7,17-19,
 ,"магнитный зарядный аккумулятор 
3","Материал: ABS, поликарбонат, магниты
Размер: 102*67*19 mm
Упаковка: индивидуальная заводская упаковка (в доп фото)
Примечание от фабрики: лого можно нанести на переднюю, заднюю часть (учтено в стоимости), 10000 мА/ч, быстрая зарядка 22,5 Вт + PD20 Вт/беспроводная зарядка 15 Вт, интерфейс PD: 5В=2А 9В=2,22А 12В 1,5А Мах
Беспроводной выход: 5 Вт/7,5 Вт/15 Вт
Выход USB: 5 В = 2 А 9 В = 2 А 10 В 2,25 А 12 В = 1,5 А Макс.
Несколько портов выводят одновременно: 5 В = 2 А Макс.
Входной интерфейс типа c: 5 В = 3 А, 9 В = 2 А Макс.
Входной интерфейс освещения: 5 В = 2 А, 9 В = 2 А Макс. ", Дизайн: нанесение лого клиента 5*3 см (учтено в стоимости),500,"29,2","3023,7",44-49,,,,10 000,9,19-21,
 ,"Набор для чистки гаджетов
32в1","Материал: пластик
Размер: 5.5*5.5*13.5 см
Цвет: белый, черный
Упаковка: заводская коробка
Примечание от фабрики: лого от 500 шт", Дизайн: сток+шелкография 1 цвет,500,"9,2","961,5",40-45,"10,0","1057,8",30-35,12 000,10,20-22,
 ,"Набор для чистки гаджетов
20в1","Материал: пластик
Размер: 8.9*5.7 см
Цвет: белый (оранжевые детали), черный (желтые детали), розовый (розовые детали), см доп фото
Упаковка: заводская коробка
Примечание от фабрики: лого от 500 шт", Дизайн: сток+шелкография 1 цвет,500,"6,1","639,8",40-45,"6,7","705,3",30-35,11 500,10,20-22,
 ,"Набор для чистки гаджетов
20в1","Материал: пластик
Размер: 8.9*5.7 см
Цвет: белый, черный, розовый
Упаковка: заводская коробка
Примечание от фабрики: выкрас ленточки и кнопки от 1000 шт", Дизайн: шелкография 1 цвет+выкрас ленточки и кнопки,1000,"5,9","623,1",45-50,"6,5","688,5",35-40,11 500,10,20-22,
 ,"Набор для чистки гаджетов
8в1","Материал: пластик
Размер: 9*5*3 см
Упаковка: заводская коробка
Примечание от фабрики: лого от 500 шт", Дизайн: шелкография 1 цвет,500,"4,9","507,2",40-45,"5,2","545,7",30-35,11 000,10,20-22,
 ,"Набор для чистки гаджетов
7в1","Материал: пластик
Размер: 5.5*9*2.3 см
Упаковка: заводская коробка
Примечание от фабрики: лого от 500 шт", Дизайн: шелкография 1 цвет,500,"3,8","396,3",40-45,"4,1","425,2",30-35,11 000,10,20-22,
 ,подставка-картхолдер- зарядка,"Материал: искуственная кожа
Размер: 9,7*6,55*0,62 см
Упаковка: заводская упаковка
Примечание от фабрики: мин тираж 1000 шт, тиснение включено в стоимость, фабрика-официальный поставщик, возможно поставить на стол, подклдючить провод Type-C, заряжать на рабочем столе", Дизайн: лого тиснением ,500,"15,8","1627,5",67-72,,,,11 000,12,22-24,
,мультизарядка-подставка,"Материал: цинковый сплав +АБС+акрил
Размер: 184*113*65 мм
Цвета: белый, черный
Входные параметры: 9В 2А
Выходные параметры: 5 Вт/7,5 Вт/10 Вт/15 Вт
Способ интерфейса: Тип-C/USB
Эффективность преобразования: ≤72%
Индукционное расстояние: 2-10 мм
Упаковка: заводская упаковка



",Дизайн: лазерная гравировка,1000,"20,0","2094,1",50-55,,,,15 500,10,20-22,
 ,"блокнот (цена примерная, точная после предоставления макета)","Материал: картон, бумага, металл
Размер: А5, 21*14 см, 48 страниц (92 листа) Упаковка: OPP-пакетик (учтено в стоимости)
Комментарии от фабрики: на кольцах, в клетку, могут изготовить блокнот по фото-референсу"," Дизайн: нанесение лого на обложке с двух сторон, лого в соответствии с тз (учтено в стоимости)",500,"2,2","238,3",47-52,,,,18 000,7,17-19,
 ,ежедневник ,"Материал: искусственная кожа, бумага, картон
Размер: А5, 21*14 см, 48 страниц (92 листа) Упаковка: OPP-пакетик (учтено в стоимости)
Комментарии от фабрики: могут сделать клетку, линейку, поменять цвет"," Дизайн: нанесение лого на обложке с двух сторон, могут сделать лого по фото-референсу, могут нанести паттерн",500,"3,7","392,5",47-52,,,,12 000,7,17-19,
,ежедневник ,"Материал: пробка
Размер: A5
Упаковка: фабричная упаковка
Примечание от фабрики: Есть крепление для ручки",Дизайн: лого 1 цвет,500,"8,3","890,2",60-65,,,,19 000,12,22-24,
,тетрадь,"Материал: металл, бумага
Размер: 18,8*12,8*2,5 см, 100 листов
Упаковка: фабричная упаковка
Примечание от фабрики: нанесение лого, картинки от 1000 шт",Дизайн: нанесение лого гравировкой,1000,"8,3","881,4",45-50,,,,9 000,5,15-17,
Раздатка 1000 шт,,,,,,,,,,,,,,
 ,Бумажная ручка,"Материал: бумага
Размер: 15,5 см
Упаковка: заводская упаковка
", Дизайн: лого 2 цвета,1000,"0,4","42,9",45-50,,,,11 000,7,17-19,
 ,Ручка,"Материал: пластик
Размер: 14,5 см
Упаковка: заводская упаковка
", Дизайн: лого 2 цвета,1000,"0,3","32,4",45-50,,,,6 000,7,17-19,
 ,ручка,"Материал: алюминиевый сплав
Размер: примерно 14,5 см
Упаковка: OPP-пакетик
Примечание от фабрики: могут сделать синие или черные чернила", Дизайн: нанесение гравировкой лого +возможно нанесение небольшой картинки гравировкой,1000,"2,0","207,5",49-59,,,,4 500,8,18-20,
,,,Дизайн: нанесение гравировкой лого,1000,"1,1","117,1",,,,,,,,
 ,карандаш ,"Материал: дерево
Размер: 10 см
Упаковка: заводская упаковка
Примечание от фабрики: карандаш из дерева с нанесением лого", Дизайн: лого в один цвет,1000,"0,2","21,1",62-67,,,,8 000,10,20-22,
 ,Вечный карандаш,"Материал: металл
Размер: 15,6 см
Цвет: серебристый, голубой, черный, розовый, золотой, светло-зеленый
Упаковка: опп пакетик
", Дизайн: лазерная гравировка/уф печать,1000,"1,8","191,3",40-45,,,,5 000,6,16-18,
 ,"Кардхолдер MagSafe 
","Материал: ПУ+магниты
Размер: 9,5*6,5*0,6 см 
Упаковка: заводская упаковка
", Дизайн: шелкография 3 цвета,1000,"3,1","326,8",45-50,,,,8 000,10,20-22,
 ,"Держатель для мобильного телефона
","Материал: цинковый сплав
Размер: 71*41*3,5 мм
Упаковка: заводская упаковка
", Дизайн: шелкография 3 цвета,1000,"2,6","267,3",55-60,,,,14 000,12,22-24,
 ,Тетрадь,"Материал: бумага
Размер: 21X14（A5）
Упаковка: заводская упаковка

24 страницы в линейку, молочного цвета."," Дизайн: печать на обложке, черная печать на каждой странице снизу",1000,"1,7","178,2",45-50,,,,8 000,9,19-21,
,блонкот маленький,"Материал: бумага, пластик
Размер: 10*6,8 см, 80 листов в клетку
Упаковка: фабричная упаковка
Примечание от фабрики: есть линейка, пустые белые листы, насчет кастомизации можно поинтересоваться после 7 февраля",Дизайн: в стоимости учтен сток без нанесения,1000,"0,9","98,3",35-40,,,,4 600,3,13-15,
,стаканы многоразовые,"Материал: пластик
Размер: 13*10*6,5 см
Объем: 300 мл
Упаковка: фабричная упаковка
","Дизайн: печать лого в один цвет, подогнать цвет корпуса под пантон, крышка черная",1000,"3,5","374,8",40-45,,,,13 500,10,20-22,
,стаканы многоразовые,"Материал: пластик
Размер: 17,7*7,6*6,8 см
Объем: 500 мл
Упаковка: фабричная упаковка
","Дизайн: печать лого в 2 цвета, подогнать цвет корпуса под пантон",1000,"1,9","202,0",50-55,,,,13 500,9,19-21,
,Значок металлический,"Материал: металл
Размер: 3*3 см
Упаковка: фабричная упаковка

В стоимость образца входит стоимость открытия одной формы",Дизайн: по макету клиента (стоимость на 1 макет),1000,"1,4","142,8",50-55,,,,20 000,12,22-24,
,Брелок поворотный,"Материал: металл
Размер: кольцо - 3,2 см, брелок - 3,8 см (поворотный элемент 2,7 см). Общая длина 9,8 см
Упаковка: фабричная упаковка
",Дизайн: лазерная гравировка,1000,"1,3","133,8",50-55,,,,5 000,7,17-19,
 ,Брелок с металлическим шильдом,"Материал: полиэстер, жаккардовая ткань, металлический сплав
Длина: 18 см
Диаметр шильда: 3 см
Персонализация: эмбоссинг", Дизайн: полный кастом по макету клиента,1000,"1,4","150,8",75-80,,,,15 000,15,25-27,
,Брелок-ремувка,"Материал: полиэстер
Размер: 3*13 см
Упаковка: фабричная упаковка
",Дизайн: лого 3 цвета,1000,"1,1","115,4",60-65,,,,9 000,15,25-27,
 ,Сквиш,"Материал: пенополиуретан
Размер: 7,2*7,1*5,6 см
Упаковка: OPP-пакетик", Дизайн: по макету клиента,1000,"2,5","261,6",65-70,,,,22 000,15,25-27,
Спорт 4000 шт,,,,,,,,,,,,,,
 ,Дудка болельщика,"Материал: пластик
Размер: 13 см
Упаковка: прозрачный пакет
", Дизайн: без кастома,4000,"1,3","148,6",45-50,,,,2 310,1,11-13,
,,Размер: 19 см,,,"1,5","160,3",45-50,,,,,,10-12,
,,Размер: 21 см,,,"1,5","163,9",45-50,,,,,,10-12,
 ,Хлопушка болельщика,"Материал: пластик
Размер: 19 см
Упаковка: прозрачный пакет
", Дизайн: без кастома,4000,"1,2","138,0",45-50,,,,2 735,1,11-13,
,,Размер: 24 см,,,"1,3","144,0",45-50,,,,,,10-12,
,,Размер: 28 см,,,"1,3","147,1",45-50,,,,,,10-12,
 ,Хлопушка болельщика,"Материал: пластик
Размер: 27х13 см
Упаковка: прозрачный пакет
", Дизайн: без кастома,4000,"1,7","188,7",45-50,,,,2 735,1,11-13,
 ,Надувная бита,"Материал: PE
Размер: 10х60
Упаковка: прозрачный пакет", Дизайн: запечатка по макету,4000,"0,4","38,7",55-60,,,,--,--,--,
 ,Надувная рука,"Материал: PE
Размер: 56х33 см
Упаковка: прозрачный пакет", Дизайн: печать логотипа,4000,"0,7","72,9",55-60,,,,--,--,--,
 ,Награда,"Материал: акрил
Размер: по согласованию
Упаковка: белая коробка

Стоимость ориентировочная, окончательная после макета и согласования образца", Дизайн: УФ-печать,100,"19,1","2023,2",55-60,,,,12 500,10,20-22,
,Награда,"Материал: кристалл
Размер: по согласованию
Упаковка: фабричная коробка

Стоимость ориентировочная, окончательная после выбора модели и макета ", Дизайн: УФ-печать,50,"41,1","4 347,78 ₽",55-60,,,,21 000,7,17-19,
 ,Награда,"Материал: кристал
Размер: 165х170х30 мм
Упаковка: фабричная коробка", Дизайн: УФ-печать,50,"82,1","8 566,23 ₽",55-60,,,,3 050,7,17-19,
 ,"Офисный массажер
Для спины","Материал: велюр, полиэстер
Размер: 119х50 см
Упаковка: фабричная коробка

Напряжение 24 В
Три уровня контроля температуры.
Девять режимов массажа
Девять уровней регулировки интенсивности
Девять основных массажных движений
Ручное управление цифровым ЖК-дисплеем
Многочастотный волновой массаж", Дизайн: без кастома,50,"72,2","7 695,82 ₽",40-45,,,,15 100,2,12-14,
 ,"Офисный массажер
Многофункциональный","Материал: велюр, полиэстер
Размер: 1,5 кг
Упаковка: фабричная коробка

Напряжение 24В
Аккумулятор 1800 мач
Время работы 10 мин", Дизайн: без кастома,50,"43,0","4 634,97 ₽",40-45,,,,10 800,2,12-14,
 ,"Офисный массажер
Для шеи","Материал: велюр, полиэстер
Размер: 23х23х12
Упаковка: фабричная упаковка

Напряжение 5В
Три режима работы", Дизайн: без кастома,50,"30,5","3 320,24 ₽",40-45,,,,7 500,2,12-14,
 ,"Офисный массажер
для головы","Материал: велюр, полиэстер
Размер: 80х10 см
Упаковка: фабричная упаковка

Три режима работы, 6 зон масажа, подогрев
Аккумулятор 2000 Мач
Ручное управление", Дизайн: без кастома,50,"63,0","6 655,33 ₽",40-45,,,,12 600,2,12-14,
