,,,,,,,,,,,,,
 ,Ручки (базовая),"Материал: пластик
Размер: 150 х 12 мм; стержень 0,5
Упаковка: сток",Дизайн: сток,100,"1,1","99,5","30-35 дней
","1,1","103,3","20-25 дней
",1 800,20-25 дней,
,,,,300,"1,0","88,2",,"1,0","92,0",,,,
,,,,500,"0,9","78,0",,"0,9","81,8",,,,
 ,Ручка (базовая),"Материал: пластик
Размер: 115 х 17 мм; стержень 0,5
Упаковка: сток",Дизайн: сток,100,"0,6","55,2","30-35 дней
","0,6","59,3","20-25 дней
",1750,"12-15 дней
",
,,,,300,"0,5","43,8",,"0,5","48,0",,,,
,,,,500,"0,5","41,6",,"0,5","45,7",,,,
 ,Ручка (базовая),"Материал: ABS
Размер: 150 мм
Упаковка: сток",Дизайн: сток,100,"1,1","96,8",35-40 дней,"1,1","103,0",25-30 дней,2200,17-20 дней,
,,,,300,"0,9","85,5",,"1,0","91,7",,,,
,,,,500,"0,8","69,9",,"0,8","76,1",,,,
 ,Ручка (базовая),"Материал: ABS
Размер: 146 мм
Упаковка: сток",Дизайн: сток,100,"1,0","94,2",35-40 дней,"1,1","100,3",25-30 дней,2200,17-20 дней,
,,,,300,"0,9","82,8",,"1,0","89,0",,,,
,,,,500,"0,8","75,2",,"0,9","81,4",,,,
 ,Ручка (базовая),"Материал: пластик
Размер: 145 мм
Упаковка: сток",Дизайн: сток,100,"0,5","43,8","30-35 дней

","0,5","47,6","20-25 дней
",2200,"12-15 дней
",
,,,,300,"0,4","32,5",,"0,4","36,3",,,,
,,,,500,"0,3","30,2",,"0,4","34,0",,,,
 ,Ручка (базовая),"Материал: HIPS
Размер: 14,5
Упаковка: сток",Дизайн: сток,100,"0,4","34,3",30-35 дней,"0,4","37,4",20-25 дней,2200,12-15 дней,
,,,,300,"0,3","23,0",,"0,3","26,1",,,,
,,,,500,"0,2","20,7",,"0,3","23,8",,,,
 ,Ручка (индивидуальный дизайн),"Материал: пластик
Размер: 145 х 11 мм; стержень 0,5
Упаковка: сток",Дизайн: выкрас в пантон; индивидуальный дизайн клипа,5000,"0,4","32,9",50-55 дней,"0,4","35,6",40-45 дней,"24 000 (одна ручка)

68 350 (три ручки)",25-27 дней,
,,,,,,,,,,,,,
 ,Карандаш (вечный),"Материал: пластик
Размер: 13,7 см; стержень HB
Упаковка: сток",Дизайн: выкрас в пантон,1000,"0,5","47,1",35-40 дней,"0,5","49,5",25-30 дней,2 850,12-15 дней,
,,,,,,,,,,,,,
 ,Карандаш (вечный),"Материал: пластик
Размер: 13,8 см; стержень HB
Упаковка: сток",Дизайн: сток,100,"0,6","57,6","35-40 дней
","0,7","63,7","25-30 дней
","1800,0",15-17 дней,
,,,,300,"0,5","46,2",,"0,6","52,4",,,,
,,,,500,"0,5","44,0",,"0,6","50,1",,,,
 ,Карандаш (простой),"Материал: дерево, лак, грифель
Размер: 17,5 см
Упаковка: сток",Дизайн: сток,100,"0,3","30,4",40-45 дней,"0,4","32,8",30-35 дней,3500,20-25 дней,
,,,,300,"0,2","19,1",,"0,2","21,5",,,,
,,,,500,"0,2","16,8",,"0,2","19,2",,,,
 ,Беспроводная зарядка (с подсветкой),"Материал: пластик
Размер: 100 х 10,5 мм
Упаковка: сток
Технические характеристики: 15W; 10W; 7,5W; 5W",Дизайн: нанесение логотипа и знака плюса сверху; изменение цвета подсветки (красная),3000,"3,5","317,3",50-55 дней,"3,8","351,7",40-45 дней,9 550,20-23 дней,
,,,,,,,,,,,,,
 ,Беспроводная зарядка,"Материал: пластик (ABS)
Размер: 98 х 8 мм
Упаковка: сток
Технические характеристики: 15W; 10W; 7,5W; 5W",Дизайн:  нанесение логотипа сбоку; нанесение знака плюса сверху ,300,"8,0","736,5",35-40 дней,"8,3","767,5",25-30 дней,8 300,18-20 дней,
,,,,500,"8,0","734,2",,"8,3","765,2",,,,
 ,Защипка для провода,"Материал: силикон
Размер: 13 х 104,7 х 2,5 мм
Упаковка: сток",Дизайн: выкрас в пантон; нанесение логотипа,500,"0,5","46,3",40-45 дней,"0,5","47,7",30-35 дней,7 000,20-25 дней,
,,,,,,,,,,,,,
 ,"Защипка для провода","Материал: силикон
Размер: 210 мм
Упаковка: сток",Дизайн: сток,100,"0,5","46,0",30-35 дней,"0,5","47,2",20-25 дней,1800,12-15 дней,
,,,,300,"0,4","34,7",,"0,4","35,9",,,,
,,,,500,"0,4","32,4",,"0,4","33,6",,,,
 ,Провод,"Материал: полиэтилен, нейлон
Размер: 1,5 м
Упаковка: сток
Примечание от фабрики: ",Дизайн: выкрас в пантон,3333,"2,7","250,1",70-75 дней,"3,1","284,5",60-65 дней,15600 (неточно),25-30 дней,
,,,,,,,,,,,,,
 ,Картхолдер,"Материал: силикон
Размер: 9 х 6 х 1 см (примерно)
Цвет: прозрачный
Упаковка: сток
Примечание: до изготовления визуала стоимость указана примерная",Дизайн: индивидуальный,500,"6,1","563,3",50-55 дней,"6,2","571,7",40-45 дней,"Стоимость визуала: 
6 500

Образец: 
27 000","Визуал: 
7 дней

Образец: 
20-25 дней",
,,,,,,,,,,,,,
 ,Рюкзак,"Материал: нейлон
Размер: 44×28×11
Цвет: серый 
Фурнитура: пуллеры, молния, стропы - цвета по выбору клиента
Брендирование: печать лого в 1 цвет",Дизайн: индивидуальный,300,"53,3","4903,1",60-65 дней,"55,9","5149,6",50-55 дней,15 750,17-20 дней,
,,,,500,"50,4","4635,3",,"53,1","4881,9",,,,
