,,,,108000,"3,4","376,5",,"4,4","483,1",,,,,
 ,скотч,"Материал: скотч из BOPP
Размер: толщина 48 мм
Упаковка: заводская упаковка
Примечание от фабрики: стоимость открытия формы включено в стоимость за единицу", Дизайн: черный с трехцветным лого,20000,"4,4","392,9",50-55,"5,3","476,8",45-50,18 000,11,21-23,
,,,,108000,"3,7","404,0",,"4,6","510,6",,,,,
 ,Кирпич-антистресс,"Материал: плюш, полипропиленовый хлопок
Размер:  24*12*7см
Упаковка: OPP пакет", Дизайн: шелкография 3 цвета с одной стороны,20000,"2,7","281,0",60-65,"3,1","315,0",50-55,17 450,7,17-19,
,,,,108000,"2,6","273,0",70-75,"3,0","307,0",60-65,,,,
,"Кирпич-антистресс
Новая фабрика","Материал: плюш, полипропиленовый хлопок
Размер:  25*13*7см
Упаковка: OPP пакет",Дизайн: термотрансфер 3 цвета с одной стороны,20000,,,,,,,изготовлено два образца,,,
,,,Дизайн: шелкография 3 цвета с одной стороны,20000,,,,,,,,,,
 ,Рассада,"Материал: семена, PET пакет
Размер:  15*10см
Упаковка: ZIP пакет
Примечание от фабрики: ", Дизайн: цифровая печать 3 цвета с одной стороны на пакете,20000,"1,2","132,0",70-75,"1,3","142,0",60-65,18 000,12,22-24,
,,,,108000,"1,2","124,0",70-75,"1,3","133,0",60-65,,,10-12,
 ,Вечный карандаш,"Материал: металл
Размер: 15,6см
Упаковка: OPP пакет
Цвет корпуса: черный, серебристый, голубой, розовый, золотой ", Дизайн: гравировка лого,20000,"1,4","165,0",45-50,"1,5","171,2",35-40,5 000,4,14-16,
,,,,108000,"1,3","142,2",55-60,"1,4","153,0",45-50,,,,
 ,Бумажная ручка,"Материал: бумага
Размер: 15,5 см
Упаковка: заводская упаковка
", Дизайн: лого 2 цвета,20000,"0,3","27,9",45-50,,,,14 000,7,17-19,
,,,,108000,"0,3","30,7",55-60,,,,,,,
 ,Ручка шариковая,"Материал: пластик
Размер: 14,5 см
Упаковка: заводская упаковка
", Дизайн: лого 1 цвет,20000,"0,2","16,7",45-50,,,,7 000,7,17-19,
,,,,108000,"0,2","19,3",,,,,,,,
 ,ручка,"Материал: алюминиевый сплав
Размер: примерно 14,5 см
Упаковка: OPP-пакетик
Примечание от фабрики: могут сделать синие или черные чернила", Дизайн: нанесение гравировкой лого +возможно нанесение небольшой картинки гравировкой,20000,"2,0","174,8",55-60,,,,4 500,8,18-20,
,,,Дизайн: нанесение гравировкой лого,20000,"0,7","63,0",,,,,,,,
 ,ручка,"Материал: алюминиевый сплав
Размер: примерно 14,5 см
Упаковка: OPP-пакетик
Примечание от фабрики: могут сделать синие или черные чернила", Дизайн: нанесение гравировкой лого +возможно нанесение небольшой картинки гравировкой,108000,"1,0","108,6",55-60,,,,4 500,8,18-20,
,,,Дизайн: нанесение гравировкой лого,108000,"0,6","64,1",,,,,,,,
 ,карандаш ,"Материал: дерево
Размер: 10 см
Упаковка: заводская упаковка
Примечание от фабрики: карандаш из дерева с нанесением лого", Дизайн: лого в один цвет,20000,"0,1","11,1",55-60,,,,8 000,10,20-22,
,,,,108000,"0,1","10,4",,,,,,,,
 ,"Кардхолдер MagSafe 
","Материал: ПУ+магниты
Размер: 9,5*6,5*0,6 см 
Упаковка: заводская упаковка
", Дизайн: шелкография 3 цвета,20000,"2,4","210,7",55-60,,,,8 000,10,20-22,
,,,,108000,"2,0","219,7",90-95,,,,,,,
 ,Тетрадь,"Материал: бумага
Размер: 21X14（A5）
Упаковка: заводская упаковка

24 страницы в линейку, молочного цвета."," Дизайн: печать на обложке, черная печать на каждой странице снизу",20000,"1,8","158,2",55-60,,,,8 000,9,19-21,
,,,,108000,"1,5","167,5",,,,,,,,
,стаканы многоразовые,"Материал: пластик
Размер: 17,7*7,6*6,8 см
Объем: 500 мл
Упаковка: фабричная упаковка
","Дизайн: печать лого в 2 цвета, подогнать цвет корпуса под пантон",20000,"1,0","93,3",50-55,,,,13 500,9,19-21,
,,,,108000,"0,9","97,9",,,,,,,,
,Значок металлический,"Материал: металл
Размер: 3*3 см
Упаковка: фабричная упаковка

В стоимость образца входит стоимость открытия одной формы",Дизайн: по макету клиента (стоимость на 1 макет),20000,"1,5","129,0",55-60,,,,22 000,12,22-24,
,,,,108000,"1,2","126,1",60-65,,,,,,,
,"Брелок поворотный (цена примерная, точную возможно узнать после выхода фабрики из отпуска 10.02)","Материал: металл
Размер: кольцо - 3,2 см, брелок - 3,8 см (поворотный элемент 2,7 см). Общая длина 9,8 см
Упаковка: фабричная упаковка
",Дизайн: лазерная гравировка,20000,"1,3","116,5",55-60,,,,5 000,7,17-19,
,,,,108000,"1,1","116,5",60-65,,,,,,,
,"Брелок-ремувка (цена примерная, точная после предоставления желаемого макета)","Материал: полиэстер
Размер: 3*13 см
Упаковка: фабричная упаковка
",Дизайн: лого 3 цвета,20000,"0,9","81,5",55-60,,,,9 000,15,25-27,
,,,,108000,"0,7","80,6",60-65,,,,,,,
 ,"Сквиш (цена примерная, точная после предоставления желаемого макета)","Материал: пенополиуретан
Размер: 7,2*7,1*5,6 см
Упаковка: OPP-пакетик", Дизайн: по макету клиента,20000,"3,8","330,2",65-70,,,,22 000,15,25-27,
,,,,108000,"3,2","329,5",,,,,,,,
,"Брелок-кнопка
(цена и сроки примерные, точные после предоставления макета)","Материал: пластик, плоская батарейка
Размер: 2*3*9 см
Упаковка: фабричная упаковка

При нажатии светится","Дизайн: есть возможность поменять цвет основания, поменять фурнитуру, сделать печать лого или запечатку крышечки",20000,"1,2","106,4",50-55,,,,8 000,10,20-22,
,,,,108000,"1,0","102,2",60-65,,,,,,,
,фонарик с проекцией,"Материал: нержавеющая сталь
Размер: 11,5*1,6 см
Упаковка: цветная коробка (учтена в стоимости)
Комментарии фабрики: функция: лазер (точечный + 4 рисунка) + фиолетовый свет + белая световая подсветка; аккумулятор: литиевый аккумулятор емкостью 60 мАч
",Дизайн: нанесение лого гравировкой в один цвет,20000,"3,0","261,2",45-55,,,,3 500,4,14-16,
,,,,108000,"2,8","288,5",,,,,,,,
,Попсокет,"Материал: ABS + TPU
Размер: 4см
Упаковка: OPP пакет",Дизайн: УФ печать 3 цвета,20000,"0,3","33,0",40-45,,,,2 500,5,15-17,
,,,,108000,"0,2","25,0",45-50,,,,,,,
,Капхолдер с биркой,"Материал: силикон
Размер: 18*7см
Упаковка: OPP пакет","Дизайн: шелкография лого на бирке, индивидуальный размер бирки, выкрас в пантон",20000,"0,9","94,0",60-65,,,,162 000,15,25-27,
,,,,108000,"0,8","88,0",65-70,,,,,,,
,Брелок,"Материал: металл/акрил
Размер: по макету (в цене примерно 4*3см)
Упаковка: OPP пакет
Примечание от фабрики: цена примерная, точная только после предоставления макетов",Дизайн: индивидуальный дизайн,20000,"1,7","186,0",60-65,,,,15 500,7,17-19,
,,,,108000,"1,7","177,0",65-70,,,,,,,
