 ,Увлажнитель (маленький),"Материал: пластик
Размер: 7,8 х 7,8 х 12,8 см
Цвет: стоковый, фабричный
Брендирование: бирка по индивидуальному дизайну", Дизайн: бирка по инидивидуальному дизайну,1000,"12,2","1119,5",55-60 дней,"13,3","1225,5",45-50 дней,"24 100,00",22-25 дней,
 ,Ведро для льда ,"Материал: нержавеющая сталь
Объем: 1.8 л
Размер:15х16.5х10 см", Дизайн: сток ,500,"7,5","689,5",25-30 дней ,"8,8","809,9",15-20 дней,"3 100,00",10-12 дней ,
,,,,1000,"7,2","661,2",,"8,5","781,6",,,,
,,, Дизайн: гравировка лого,500,"7,6","702,7",30-35 дней ,"8,9","823,2",20-25 дней,"3 520,00",15-20 дней ,
,,,,1000,"7,3","674,5",,"8,6","794,9",,,,
 ,Ведро для льда ,"Материал: нержавеющая сталь
Объем: 1.6 л
Размер:12.5х12.5х14 см", Дизайн: сток ,500,"5,2","479,8",25-30 дней ,"6,6","607,6",15-20 дней,"2 980,00",10-12 дней ,
,,,,1000,"4,9","454,3",,"6,3","582,1",,,,
,,, Дизайн: гравировка лого,500,"5,3","490,4",40-45 дней ,"6,7","618,3",30-35 дней,"3 100,00",15-20 дней ,
,,,,1000,"5,1","464,8",,"6,4","592,7",,,,
 ,Свеча,"Материал: воск
Размер: 5.5х6 см
Цвет: белый", Дизайн: сток ,50,"2,6","241,4",25-30 дней ,"3,3","303,4",15-20 дней,"2 250,00",10-12 дней ,
,,,,300,"2,3","210,5",,"2,9","272,4",,,,
,,,,500,"2,2","205,5",,"2,9","264,5",,,,
,,,,1000,"2,2","198,5",,"2,8","260,5",,,,
 ,Свеча,"Материал: парафин
Размер: 6 х 6 см
Цвет: белый", Дизайн: квадрат,500,"4,8","444,6",55-60 дней,"5,7","527,1",45-50 дней,"7 400,00",19-20 дней,
,,,,700,"4,8","443,6",,"5,7","526,2",,,,
,,,,1000,"4,8","442,9",,"5,7","525,4",,,,
 ,Ведро для льда,"Материал: нержавеющая сталь
Объем: 5 л
Размер: 23 х 18,2 см
",Дизайн: сток матовый,500,"7,4","683,8",35-40 дней,"9,9","907,5",25-30 дней,"3 950,00",12-15 дней,
,,,,1000,"7,4","682,1",,"9,9","905,8",,,,
,,,Дизайн:  гравировка лого,500,"8,3","763,4",45-50 дней,"10,7","987,2",35-40 дней,"4 700,00",15-17 дней,
,,,,1000,"8,3","761,7",,"10,7","985,5",,,,
 ,Ведро для льда,"Материал: нержавеющая сталь 304
Объем: 1,7 л
Размер: 15,2 х 14,6 х 10,5 см
",Дизайн: сток матовый,500,"6,7","613,5","35-40 дней","7,7","703,8","25-30 дней","4 100,00","12-15 дней",
,,,,1000,"6,6","603,8",,"7,6","694,2",,,,
,,,Дизайн:  гравировка лого,500,"7,4","677,2","40-45 дней","8,3","767,5","30-35 дней","4 700,00","15-17 дней",
,,,,1000,"7,3","675,5",,"8,3","765,8",,,,
 ,Ведро для льда,"Материал: нержавеющая сталь 201
Объем: 5 л
Размер: 22 х 23 х 14 см
",Дизайн: сток,500,"19,6","1803,6",30-35 дней,"23,0","2119,6",25-30 дней,"4 500,00",10-12 дней,
,,,,1000,"19,6","1801,9",,"23,0","2117,9",,,,
,,,Дизайн:  гравировка лого,500,"20,2","1856,7","35-40 дней","23,6","2172,7",,"8 000,00",17-19 дней,
,,,,1000,"20,2","1855,0",,"23,6","2171,0",,,,
 ,Ведро для льда,"Материал: нержавеющая сталь SS304
Объем: 3 л
Размер: 19,5 x 14 x 19",Дизайн: сток матовый,500,"22,8","2099,3",60-65 дней,"28,1","2581,8",50-55 дней,"5 800,00",14-15 дней,
,,,,1000,"22,5","2071,0",,"27,8","2553,6",,,,
,,,Дизайн:  гравировка лого,500,"23,1","2125,8",65-70 дней,"28,4","2608,4",55-60 дней,"8 000,00",19-20 дней,
,,,,1000,"22,8","2097,6",,"28,0","2580,1",,,,
,Свеча,"Материал: соевый воск
Размер: 5 х 5 см
Цвет: белый
"," Дизайн: квадрат
",1000,"3,0","276,8",60-65 дней,"3,6","333,6",50-55 дней,"7 400,00",22-23 дней,
 ,Резинка,"Цвет: серый
Длина: 25 мм",Дизайн: сток ,50,"0,7","60,4",25-30 дней,"0,7","61,4",15-20 дней,"1 670,00",10-12 дней,
,,,,300,"0,4","32,1",,"0,4","33,1",,,,
,,,,500,"0,3","29,8",,"0,3","30,1",,,,
,,,,1000,"0,3","29,1",,"0,3","29,1",,,,
,,Рулон 1000 м,,1,"1146,9","105511,4",,"1184,3","108951,9",,,,
 ,Стоппер для шнурка,"Материал: металл
Цвет: красный
",Дизайн: сток ,50,"0,6","50,6",25-30 дней,"0,6","51,8",15-20 дней,"2 090,00",10-12 дней,
,,,,300,"0,2","20,9",,"0,3","22,2",,,,
,,,,500,"0,2","18,6",,"0,2","19,9",,,,
,,,,1000,"0,2","15,6",,"0,2","16,9",,,,
,,,Дизайн: выкрас в пантон,2000,"0,2","14,8",,"0,2","16,1",,,,
 ,Стоппер для шнурка,"Материал: пластик
Цвет: красный
",Дизайн: сток ,50,"0,6","51,7",25-30 дней,"0,6","56,4",15-20 дней,"1 780,00",10-12 дней,
,,,,300,"0,3","23,4",,"0,3","28,1",,,,
,,,,500,"0,2","21,1",,"0,3","25,8",,,,
,,,,1000,"0,2","18,1",,"0,3","22,8",,,,
,,,Дизайн: выкрас в пантон,1000,"0,2","17,3",27-32 дней,"0,2","21,9",17-22 дней ,"2 550,00",13-20 дней,
 ,Заклепки,"Материал: пластик + металл
Цвет: красный
",Дизайн: сток ,50,"0,5","43,4",25-30 дней,"0,5","44,3",15-20 дней,"1 520,00",10-12 дней,
,,,,300,"0,2","15,1",,"0,2","15,9",,,,
,,,,500,"0,1","12,8",,"0,2","13,7",,,,
,,,,1000,"0,1","11,1",,"0,1","12,1",,,,
,,,Дизайн: выкрас в пантон,5000,"0,1","7,5",30-35 дней,"0,1","8,5",20-25 дней ,"3 600,00",13-20 дней,
 ,Держатель для хлястика ,"Материал: пластик
Цвет: черный матовый
Размер: 20х25 мм",Дизайн: сток ,50,"0,4","37,5",25-30 дней,"0,4","37,8",15-20 дней,"1 435,00",10-12 дней,
,,,,300,"0,1","9,2",,"0,1","9,5",,,,
,,,,500,"0,1","6,9",,"0,1","7,2",,,,
,,,,1000,"0,1","5,2",,"0,1","5,5",,,,
,,,Дизайн: выкрас в пантон,20000,"0,1","2,3",30-35 дней,"0,1","3,1",20-25 дней ,"4 690,00",13-20 дней,
 ,Держатель для хлястика ,"Материал: металл 
Цвет: черный матовый
Размер: 20 мм",Дизайн: сток ,50,"0,5","44,3",25-30 дней,"0,5","45,4",15-20 дней,"1 435,00",10-12 дней,
,,,,300,"0,2","15,9",,"0,2","17,1",,,,
,,,,500,"0,1","13,7",,"0,1","14,8",,,,
,,,,1000,"0,1","12,1",,"0,1","13,1",,,,
