 ,коробка с магнитным замком,"кашированный картон
30*30*20 см ","Материал: картон, плотность 1200г/м2
Размер: 30*30*20 см
Упаковка: OPP пакет
Примечание от фабрики: 
*точная стоимость после образца 
*для запуска образца нужен ai макет "," Дизайн: 
- производство в точности с макетом, цвета в пантнон, печать лого, пожелания и паттерна 
- магнитная крышка",300,"30,5","2705,2",45-50,"42,4","3817,8",35-40,27 000,7,17-19,
,,,,,1000,"27,2","2425,2",45-50,"39,1","3537,8",35-40,,,,
,,,,,3000,"24,1","2163,9",50-60,"35,8","3256,9",40-45,,,,
,,,,,5000,"21,9","1968,8",50-60,"33,4","3048,7",40-45,,,,
 ,открытка А6,дизайнерский картон ,"Материал: дизайнерский картон, плотность 300г/м2
Размер: А6 в сложенном виде, А5 в развороте
Упаковка: OPP пакет
Примечание от фабрики: нужен макет в формате ai для запуска образца и расчета точной стоимости "," Дизайн: материал на выбор из раскладки фабрики, полная запечатка в цвет по макету с 2 сторон",300,"2,9","245,9",40-45,"3,3","277,7",30-35,15 000,7,17-19,
,,,,,1000,"1,9","157,4",40-45,"2,2","189,2",30-35,,,,
,,,,,3000,"1,1","94,1",45-50,"1,5","125,9",35-40,,,,
,,,,,5000,"1,0","88,1",45-50,"1,4","119,9",35-40,,,,
 ,кружка стенли с дизайном ,"материал: металл
гравировка лого+ гравировка патерна по периметру 
","Материал: нержавеющая сталь 304/201
Размер: 980 мл (30 унций), 24,5*6,8*9 см 
Упаковка: индивидуальная коробка
Примечание от фабрики: есть также размер 40 унций (примерно 1200 мл), 26*9,8*7,5 руб, цена выше примерно на 100-150 руб/шт
*минимальный тираж - 1000 шт"," Дизайн: 
- цвет в пантон
- акцентная полосочка рядом с крышкой
- белая крышка
- гравировка лого и паттерна",1000,"12,6","1071,9",40-45,"15,1","1282,2",30-35,11 000,7,17-19,
,,,,,3000,"12,4","1051,9",45-50,"14,8","1258,5",35-40,,,,
,,,,,5000,"12,1","1027,0",45-50,"14,5","1231,1",35-40,,,,
 ,чехол с сумкой ,"
тиснение лого + тиснение патерна+ акцентная фурнитура 
трубочка прозрачная ","Материал: ткань оксфорд
Размер: примерно 24*9 см (точный размер после образца, так как пр-во с нуля под стакан)
Упаковка: OPP пакет
Примечание от фабрики: 
*производство с нуля: считали по макету
*точная цена после образца
*минимальный тираж - 1000 шт"," Дизайн: 
- ткань в цвет близко к пантону
- акцентная фурнитура (цвет на выбор, подбор близкого к пантону)
- тиснение лого и паттерна
- кармашек и лента через плечо",1000,"13,7","1165,9",60-65,"14,7","1245,4",50-55,13 000,7,17-19,
,,,,,3000,"13,2","1119,8",65-70,"14,1","1197,9",55-60,,,,
,,,,,5000,"12,7","1082,1",65-70,"13,6","1159,2",55-60,,,,
 ,Термохромные стикеры ,"Способ применения: Принцип действия многоразовых термохромных стикеров основан на технологии жидких кристаллов, которые меняют цвет при достижении определенной температуры. Измеряют температуру окружающей среды в диапазоне от +12 до +32 С°
Брендирование:
Стикер-логотип. Меняет цвет от синего до мадженты при изменении температуры
Стикер-термометр. При изменении температуры на
""термометре"" появляется вторая часть фразы ""Яркая зима - начинается с тебя!""","Материал: бумага, пвх
Размер: 2*7 см (примерно, размер можно настроить)
Упаковка: OPP пакет
Примечание от фабрики: для образца нужен макет ai 
*точная стоимость после образца"," Дизайн: 
- производство стикеров в соответствии с макетом
- можно сделать так, чтобы текст при повышении температуры менял цвет с одного на другой (например, с синего на розовый, с белого на розовый)",1000,"0,9","78,6",40-45,"0,9","79,9",30-35,13 000,7,17-19,
,,,,,3000,"0,6","52,6",45-50,"0,6","53,9",35-40,,,,
,,,,,5000,"0,4","30,0",45-50,"0,4","31,3",35-40,,,,
 ,Открытка + конверт ,"Открытка 12,7*12,7см
Печать белым тонером на синем конверте
Печать белым тонером на поздравительной открытке
Термохромные стикеры внутри конверта с кратким описанием
Конверт 13*13 см
дизайнерский картон ","Материал: дизайнерский картон, плотность 300г/м2
Размер: открытка 12,7*12,7 см, конверт 13*13 см
Упаковка: OPP пакет
Примечание от фабрики: нужен макет в формате ai для запуска образца и расчета точной стоимости "," Дизайн: материал на выбор из раскладки фабрики, полная запечатка в цвет по макету с 2 сторон",300,"4,5","380,2",40-45,"4,9","411,9",30-35,15 000,7,17-19,
,,,,,1000,"2,1","179,8",40-45,"2,5","211,5",30-35,,,,
,,,,,3000,"1,8","153,8",45-50,"2,2","185,5",35-40,,,,
,,,,,5000,"1,5","123,7",45-50,"1,8","155,5",35-40,,,,
