,,,,1000,"38,6","3282,2",60-65,"44,4","3776,7",50-55,,,,
 ,холдер для бутылки,"Материал: tpu blazar 
Размер: 8,6*18 (подходит для бутылки диаметром 7,2 см)
Высота тканевой затяжной части: 2 см
Материал подкладки: полиэстер 135 гр
Материал вставки-наполнителя: пенополиэтилен
Ширина стропы: 3 см
Длина стропы: 136 см
Фурнитура: полукольца, карабины на концах стропы, фиксатор шнурка"," Дизайн: логотип на стропе сублимацией, желтая фурнитура",300,"18,8","1601,7",60-65,"20,7","1755,5",50-55,15 000,10,20-22,
,,,,500,"15,9","1350,8",60-65,"17,7","1504,6",50-55,,,,
,,,,1000,"15,6","1324,2",60-65,"17,4","1478,0",50-55,,,,
 ,сумка холстер,"Материал: составной нейлон
Материал кармана: tpu blazar 
Ширина: 35,8 см
Размер tpu кармана: 11,3*13 см
Без вставки наполнителя
Ширина стропы: 3 см
Фурнитура: металлический фастекс, полукольцо на кармане"," Дизайн: логотип на пуллере, желтая фурнитура, логотип на стропе сублимацией",300,"25,8","2193,4",60-65,"27,0","2295,9",50-55,15 000,10,20-22,
,,,,500,"22,9","1942,5",60-65,"24,1","2045,0",50-55,,,,
,,,,1000,"22,5","1915,9",60-65,"23,7","2018,5",50-55,,,,
 ,Рюкзак с двумя съемными карманами,"Материал: Re-nylon - материал из переработанного морского пластика
Цвет рюкзака: черный - основной материал и подклад
Цвет карманов: желтый
Размер: рюкзак - 30*42*18 см, карманы - 10*10 см
Упаковка: индивидуальный пакет"," Дизайн:  
- логотип флекстран на внешнем кармане. Размер логотипа: примерно 8 × 3 см
- желтые пуллеры
- печать паттерна на подкладе",300,"49,5","4202,9",55-60,"53,1","4513,5",45-50,28 900,10,20-22,
,,,,500,"46,8","3978,8",55-60,"50,4","4279,7",45-50,,,,
,,,,1000,"45,0","3827,0",60-65,"48,5","4118,2",50-55,,,,
 ,Стропа кросс-боди со съемными карманами,"Материал: стропа - текстиль, карманы - Re-nylon - материал из переработанного морского пластика, фурнитура - металл
Цвет карманов: желтый
Размер: стропа - 30*42*18 см, карманы - маленький 10*10 см, большой 10*20 см
Дополнительно: пвх брелок односторонний с логотипом 3*3 см
Упаковка: индивидуальный пакет"," Дизайн:  
- термотрансферная печать паттерна на стропе
- логотип флекстран на большом кармане
- желтые пуллеры
- индивидуальный дизайн брелока",300,"16,5","1398,8",55-60,"17,3","1471,1",45-50,22 500,10,20-22,
,,,,500,"15,6","1324,2",55-60,"16,4","1396,5",45-50,,,,
,,,,1000,"14,8","1259,0",55-60,"15,6","1329,2",45-50,,,,
 ,Стропа кросс-боди со съемными карманами,"Материал: стропа - текстиль, карманы - Re-nylon - материал из переработанного морского пластика, фурнитура - металл
Цвет карманов: желтый
Размер: стропа - 30*42*18 см, карманы - маленький 10*10 см, большой 10*20 см
Дополнительно: пвх брелок односторонний с логотипом 3*3 см
Упаковка: индивидуальный пакет"," Дизайн:  
- жаккардовая вязка паттерна на стропе
- логотип флекстран на большом кармане
- желтые пуллеры
- индивидуальный дизайн брелока",300,"18,2","1543,6",55-60,"19,0","1615,9",45-50,32 700,10,20-22,
,,,,500,"17,3","1469,0",55-60,"18,1","1541,3",45-50,,,,
,,,,1000,"16,5","1399,5",55-60,"17,3","1469,6",45-50,,,,
