 ,увлажнитель-вулкан,"Материал: АБС, PP, электрогнные компоненты
Размер:  17,1*7,5*10,1 см
Емкость резервуара для воды: 180 мл
Упаковка: подарочная коробка по макету клиенту
Примечание от фабрики: рабочий ток: ≤900 мА, номинальная мощность: ≤4.5W, объем распыления: 15-20 мл/ч, зарядка от Type-C, 7 режимов подсветки


Требутся ДС и СС , примерная стоимость 100000 руб, не включено в стоимость.", Дизайн: изменение цвета + нанесение лого шелкографией в 1 цвет,3000,"26,3","2770,7",70-75 ,,,,"13 000,00",7,17-19,
 ,увлажнитель-вулкан (альтернативный способ доставки),"Материал: АБС, PP, электрогнные компоненты
Размер:  17,1*7,5*10,1 см
Емкость резервуара для воды: 180 мл
Упаковка: подарочная коробка по макету клиенту
Примечание от фабрики: рабочий ток: ≤900 мА, номинальная мощность: ≤4.5W, объем распыления: 15-20 мл/ч, зарядка от Type-C, 7 режимов подсветки


", Дизайн: изменение цвета  + нанесение лого шелкографией в 1 цвет,3000,"24,9","2602,9",62-67,,,,"13 000,00",7,17-19,
 ,ежедневник,"Материал: экокожа, бумага, картон
Размер:  21,3*15 см. 400 листов. Плотность: 80 гр.
Упаковка: OPP-пакетик
Примечание от фабрики: посчитаны листы заводские, которые есть у фабрики


", Дизайн: двойное ляссе. Оборот выкрашен в цвет и сделаны выступы под месяца и год. Серебристое теснение.,100,"4,9","511,5",40-45,,,,"12 000,00",7,17-19,
 ,ежедневник,"Материал: экокожа, бумага, картон
Размер:  21,3*15 см. 400 листов. Плотность: 80 гр.
Упаковка: OPP-пакетик
Примечание от фабрики: посчитаны листы, которые можно произвести по макету клиента


", Дизайн: двойное ляссе. Оборот выкрашен в цвет и сделаны выступы под месяца и год. Серебристое теснение.,5000,"5,6","585,3",55-60,,,,"12 000,00",7,17-19,
 ,аккумулятор MagSafe,"Материал: пвх
Размер:  9,5*0,64*1,4 см
Упаковка: заводская упаковка



", Дизайн: полноцветная запечатка ,50,"7,8","813,9",37-42,,,,"6 000,00",3,13-15,
 ,пауэрбанк,"Материал: пвх
Размер:  8,7*8*2,7 см
Упаковка: заводская упаковка



"," Дизайн: выкрас в заданный пантон, нанесение лого шелкографией",200,"21,5","2234,7",37-42,,,,"6 500,00",5,15-17,
 ,пауэрбанк (альтернативный способ доставки),"Материал: пвх
Размер:  8,7*8*2,7 см
Упаковка: заводская упаковка



"," Дизайн: выкрас в заданный пантон, нанесение лого шелкографией",200,"20,9","2157,7",32-37,,,,"6 500,00",5,15-17,
,колонка с подсветкой,"Материал: ABS-пластик
Упаковка: заводская упаковка
Примечание от фабрики: очень хорошее качество звука, как у дорогих устройств,
18D панорамный объемный звуковой эффект, обновленный Bluetooth 5.1, большая емкость, сверхдлительное время автономной работы, поддержка Bluetooth / поддержка карт памяти, семицветная подсветка, соединение нескольких устройств, подсветка реагирует на музыку, время автономной работы составляет 8 часов. Требуется декларация соответствия и сертификат соответствия, примерная стоимость 150000 руб, не включена в стоимость



", Дизайн: нанесение многоцветного лого полноцветной печатью,100,"7,7","845,1",40-45,,,,"7 000,00",5,15-17,
,колонка с подсветкой (альтернативный способ доставки),"Материал: ABS-пластик
Упаковка: заводская упаковка
Примечание от фабрики: очень хорошее качество звука, как у дорогих устройств,
18D панорамный объемный звуковой эффект, обновленный Bluetooth 5.1, большая емкость, сверхдлительное время автономной работы, поддержка Bluetooth / поддержка карт памяти, семицветная подсветка, соединение нескольких устройств, подсветка реагирует на музыку, время автономной работы составляет 8 часов.

", Дизайн: нанесение многоцветного лого полноцветной печатью,100,"3,8","402,1",35-40,,,,"7 000,00",5,15-17,
,эспандер,"Материал: силикагель
Внешний диаметр: 7 см
Внутренний диаметр: 3,4 см
Макс. нагрузка: 50 кг
Упаковка: OPP-пакет

Кастомизация от 1000 штук
", Дизайн: цветная печать в один цвет,1000,"1,5","161,0",45-50,,,,"8 500,00",12,22-24,
,маска для сна хлопковая,"Материал: хлопок
Упаковка: OPP-пакет

Кастомизация от 400 штук
", Дизайн: нанесение шелкографией или термотрансферной печатью,400,"3,2","332,7",50-55,,,,"8 500,00",7,17-19,
,игрушка для сна,"Материал: полипропиленовый хлопок
Размер: 25*20*25 см
Упаковка: заводская упаковка
Примечание от фабрики: дышащие игрушки с возможностью слушать песенки, двигается животик, игрушка издает дыхание и сопение", Дизайн: вшивная бирка с лого,600,"8,2","876,4",40-45,,,,"6 500,00",5,15-17,
,USB-хаб,"Материал: алюминиевый сплав + ABS
Размер: 6,6*6*2,5 см
Упаковка: заводская упаковка
Длина кабеля: 1 м
Источник питания: 5V 3A"," Дизайн: нанесение лого гравировкой, можно заменить лого с фабричного на лого клиента (учтено в стоимости)",500,"32,7","3405,0",65-70,,,,"9 000,00",15,25-27,
,картхолдер,"Материал: искуссвенная кожа
Размер: 10*8*0,4 см
Упаковка: заводская упаковка
", Дизайн: тиснение или текстильный лейбл,2000,"3,3","341,1",55-60,,,,"17 500,00",8,18-20,
,волчок,"Материал: латунь
Размер: примерно 3*2,5 см
Упаковка: заводская упаковка
"," Дизайн: цвет серебристый, нанесение лого гравировкой",20000,"1,8","185,7",60-65,,,,"4 000,00",9,19-21,
,набор для комфортного полета,"Материал: материал - спандекс, пена с эффектом памяти, полиэстер
Размер: 17*17*15 см
Упаковка: заводская упаковка
Примечание от фабрики: в комплекте подушка, мешочек, маска, беруши"," Дизайн: изменение цвета по референсу, нанесение лого",1000,"14,2","1543,5",55-60,,,,"10 500,00",7,17-19,
,набор силиконовых емкостей для путешествия,"Материал: силикон, EVA
Размер: 19*14*2,5 см
Упаковка: заводская упаковка
", Дизайн: нанесение лого шелкографией на сумочке из EVA,1000,"7,0","755,9",40-45,,,,"10 000,00",9,19-21,
,брелок составной,"Материал:
Размер: 
Упаковка: заводская упаковка
Примечание от фабрики:", Дизайн: по тз клиента,,,,,,,,,,10-12,
,брелок составной объемный,"Материал: пвх
Размер: 120*50 мм  - фигурка
Упаковка: OPP-пакетик
Примечание от фабрики: объемная, мин тираж 500 шт, в соответствии с ТЗ, в стоимость тиража и образца включено открытие форм, силикон такого формата и размера фабрики не делают", Дизайн: открытие новой формы по референсу,500,"8,8","933,6",52-62 ,,,,"149 500,00",12,22-24,
,брелок составной объемный,"Материал: пвх
Размер: 120*50 мм  - фигурка
Упаковка: OPP-пакетик
Примечание от фабрики: плоская, мин тираж 500 шт, в соответствии с ТЗ, в стоимость тиража и образца включено открытие форм, силикон такого формата и размера фабрики не делают", Дизайн: открытие новой формы по референсу,500,"3,1","323,9",52-62 ,,,,"26 000,00",12,22-24,
,двойной термостакан,"Материал: 316 нержавеющая сталь, силикон
Размер: 13,5*9 см
Объем: 390 мл
Упаковка: заводская упаковка
Примечание от фабрики: открытие фомы для круглой крышки, выкрас как на референсе", Дизайн: по референсу,5000,"12,9","1379,9",50-55,,,,"14 500,00",7,17-19,
 ,Зарядный кабель,"Материал: пластик
Размер:  1,2 м
Цвет: голубой, розовый, фиолетовый зеленый
Упаковка: фабричная коробка
Примечание от фабрики: без подсветки


", Дизайн:  цветная УФ-печать,100,"4,9","512,4",45-50,,,,"3 700,00",5,15-17,
,,, Дизайн:  настройка цвета + цветная УФ-печать,3000,"4,9","511,0",60-65,,,,--,--,--,
 ,Папка-коврик,"Материал: искусственная кожа, ПВХ
Размер:  235x320 мм
Цвет: зеленый, синий, коричневый, розовый 



", Дизайн:  шелкография в один цвет,500,"7,3","768,2",50-55,,,,"14 650,00",7,17-19,
 ,Клавиатура,"Материал: пластик
Размер:  в разложенном виде: 304,1х216х6,1 мм, в сложенном виде: 152,4х100х19,8 мм
Упаковка: фабричная коробка



", Дизайн:  шелкография в один цвет на задней поверхности крышки,300,"33,0","3438,3",65-70,,,,"12 500,00",10,20-22,
,,," Дизайн:  шелкография в один цвет, возможно нанесение на передней пакели (но не на клавишах)",1000,"30,9","3223,4",70-75,,,,,,,
 ,Флешка,"Материал: сплав
Размер:  6,5х12х32 мм
Упаковка: прозрачный пакет
Емкость: 8Гб


", Дизайн:  лазерная гравировка,100,"5,0","526,6",40-45,,,,"5 200,00",5,15-17,
,,"



Емкость: 16Гб",,100,"5,6","586,8",40-45,,,,,,,
 ,Ручка,"Материал: металл
Размер:  13,2 см
Упаковка: прозрачный пакет



", Дизайн:  шелкография в один цвет либо лазерная гравировка,500,"1,4","150,2",45-50,,,,"8 200,00",7,17-19,
 ,Лампа с беспроводной зарядкой,"Материал: пластик, алюминиевый сплав
Размер:  12х25,2х37 см
Цвет: белый, черный
Упаковка: фабричная коробка

Максимальная мощность освещения: ≤7 Вт
Цветовая температура освещения: 3000/4500/6000К
Индекс цветопередачи:>80
Срок службы светодиода: ≥50000 часов
Минимальный световой поток: 5 Лм
Максимальный световой поток: 380 Лм
Входная мощность: 5 В 2,4 А и 9 В 2 А
Мощность беспроводной зарядки: 5 Вт и 10 Вт
Выход USB-порта: DC 5V0.5A

Функция кнопки: сенсорный выключатель, трехуровневый источник света, пятиуровневая регулировка яркости

", Дизайн:  шелкография в один цвет,300,"17,3","1851,9",50-55,,,,"13 750,00",7,17-19,
 ,Спортивная бутылка,"Материал: тритан
Размер:  650 мл
Упаковка: фабричная коробка



", Дизайн:  шелкография в один цвет,500,"8,1","864,9",45-50,,,,"9 000,00",5,15-17,
,,, Дизайн:  шелкография в один цвет + логотип на шнурке,5000,"8,1","861,8",65-70,,,,"63 300,00",15,25-27,
 ,Брелок,"Материал: пластик
Размер:  45х90 мм
Упаковка: прозрачный пакет



", Дизайн:  шелкография в один цвет,100,"1,9","197,2",40-45,,,,"5 200,00",3,13-15,
,,, Дизайн:  настройка цвета + шелкография в один цвет,100,"2,6","272,5",50-55,,,,"11 200,00",10,20-22,
,,, Дизайн:  настройка формы + шелкография в один цвет,800,"2,6","274,8",60-65,,,,"92 600,00",15,25-27,
 ,Бутылка с силиконовой петлей,"Материал: пластик, силикон
Размер:  6.7х19.5 см
Объем: 450 мл
Цвет: зеленый, голубой, серый, розовый
Упаковка: 



", Дизайн:  шелкография в один цвет,500,"5,8","623,8",50-55,,,,"18 050,00",10,20-22,
 ,Маска для сна,"Материал: пена с эффектом памяти
Размер:  25х10,5х2 см
Упаковка: прозрачный пакет



"," Дизайн:  термоперенос, один цвет",200,"7,3","759,9",45-50,,,,"12 700,00",7,17-19,
,,,,1000,"6,5","677,7",50-55,,,,,,,
 ,Багажная бирка,"Материал: искусственная кожа
Размер:  7,2х12,3
Упаковка: прозрачный пакет



", Дизайн:  тиснение,500,"6,6","693,9",50-55,,,,"8 300,00",10,20-22,
,,"Материал: натуральная кожа




",,500,"9,9","1042,1",50-55,,,,,,,
 ,Обучающая игрушка,"Материал: пластик
Размер:  90х101 мм
Цвет: коричневый, голубой, желтый
Упаковка: фабричная коробка
Примечание от фабрики: настройка на русский и английский язык (требуется предоставление макетов и записи аудио)

Необходимо оформление ДС и СС, примерно 150 тыс.руб., не включено в стоимость



", Дизайн:  шелкография в один цвет,1000,"13,5","1430,5",70-75,,,,"33 600,00",15,25-27,
 ,Коффер,"Материал: нержавеющая сталь, пластик
Объем:  280мл
Упаковка: заводская коробка



", Дизайн:  шелкография лого,100,"16,8","1759,0",45-50,,,,"12 100,00",8,18-20,
 ,"Стакан, меняющий цвет от холодной воды","Материал: алюминий
Размер:  128*84мм
Объем: 450мл
Упаковка: заводская коробка



", Дизайн:  индивидуальный дизайн по макету клиента,1000,"3,3","342,0",60-65,,,,"26 300,00",11,21-23,
 ,Лампа,"Материал: пластик
Размер:  см.доп.фото
Цвет: белый
Емкость аккумулятора: 3000mAh
Упаковка: заводская коробка

Необходимо оформление ДС (ориентировочная стоимость 15 тыс.руб.)

", Дизайн:  гравировка лого,500,"13,4","1436,0",45-50,,,,"7 300,00",5,15-17,
 ,Подставка для телефона,"Материал: пластик
Цвета: черный / белый / розовый / мятный
Размер:  120*50*7мм (в сложенном виде)
Упаковка: заводская



", Дизайн:  шелкография лого,1000,"2,2","233,0",40-45,,,,"8 200,00",8,18-20,
 ,Зарядное устройство 3 в 1,"Материал: пластик
Размер:  254*75*10мм
Цвет: белый / черный
Упаковка: заводская коробка



", Дизайн:  гравировка / УФ печать лого,100,"13,3","1391,0",35-40,,,,"5 800,00",6,16-18,
 ,Бутылка с магнитным держателем,"Материал: нержавеющая сталь
Цвет: черный / белый / желтый / красный / темно-синий
Объем: 720мл  
Упаковка: заводская коробка



", Дизайн:  шелкография лого,500,"14,1","1489,0",40-45,,,,"13 300,00",9,19-21,
 ,Ежедневник,"Материал: PU, бумага
Размер:  А5
100 страниц
Плотность бумаги 80г




"," Дизайн:  тиснение лого на обложке, индивидуальный дизайн внутренних страниц, гравировка на шильдике",300,"5,7","619,0",40-45,,,,"12 300,00",5,15-17,
 ,Складной стакан,"Материал: силикон
Объем: 350мл  
Упаковка: OPP пакет + заводская коробка



", Дизайн:  шелкография лого,300,"4,8","515,0",40-45,,,,"8 600,00",7,17-19,
 ,Ручка,"Материал: металл
Размер:  136*10мм
Толщина стержня: 0,7мм
Упаковка: OPPпакетик



", Дизайн:  гравировка / УФ печать лого,100,"1,2","133,0",40-45,,,,"5 000,00",7,17-19,
 ,Кабель 3 в 1,"Материал: пластик
Размер:  15*35*135мм
Упаковка: заводская коробка



", Дизайн:  шелкография лого,1000,"9,7","1007,0",55-60,,,,"12 100,00",8,18-20,
 ,Детские умные часы,"Материал: силикон, пластик
Размер:  8*8*6см
Упаковка: заводская
Поддерживает 15 языков ( в том числе английский и русский)

Необходимо оформление ДС+СС (ориентировочная стоимость 100 тыс. руб.)

", Дизайн:  гравировка лого,500,"9,4","986,0",40-45,,,,"4 500,00",7,17-19,
 ,Бутылка со шпажкой и силиконовым верхом,"Материал: тритан, силикон, пластик
Размер:  82*50*161мм
Объем: 350мл
Упаковка: заводская коробка



", Дизайн:  шелкография лого 1 цвет,3000,"8,2","864,0",70-75,,,,"5 600,00",9,19-21,
