Света Ч,,Юбка под елку 1,"Материал: пвх
Размер: 71*18 см
Упаковка: OPP пакет
Примечание от фабрики: с внутренней стороны есть подсветка",, Дизайн: из наличия,250,"10,51","893,17",40-45,"11,72","996,48",30-35,5 500,5,15-17,
,,,,,,350,"10,30","875,50",,"11,49","976,99",,,,,
Света Ч,,Юбка под елку 2,"Материал: короткий плюш
Размер: 122 см
Упаковка: OPP пакет
Примечание от фабрики: только один вид дизайна в наличии",, Дизайн: из наличия,250,"5,91","502,40",40-45,"6,70","569,16",30-35,5 500,5,15-17,
,,,,,,350,"5,78","491,63",,"6,56","557,21",,,,,
Света Ч,,Юбка под елку 3,"Материал: акрил
Размер: 122 см
Упаковка: OPP пакет
Примечание от фабрики: два цвета на выбор: красный и белый",, Дизайн: из наличия,250,"23,78","2021,22",45-50,"26,75","2274,10",35-40,7 000,5,15-17,
,,,,,,350,"23,34","1983,65",,"26,26","2232,06",,,,,
Лена, ,Посуда ,"Материал: керамика 
Размер: 500ml
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"10,7","877,5",90-95,"12,5","1028,0",80-85,15 788,10,20-22,
,,,,,,1000,"10,4","850,9",,"12,1","1001,4",,,,,
,,,,,,2000,"10,1","825,2",,"11,8","975,7",,,,,
Лена, ,чайный набор ,"Материал: керамика 
Размер: высота 6см, блюдце - 12,2см
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"8,6","708,1",90-95,"9,6","797,8",80-85,15 773,10,20-22,
,,,,,,1000,"8,4","692,3",,"9,4","781,9",,,,,
,,,,,,2000,"8,2","678,2",,"9,3","767,8",,,,,
Лена, ,чайный набор ,"Материал: керамика 
Размер: высота 6см, блюдце - 12,2см
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"8,6","708,1",90-95,"9,6","797,8",80-85,15 773,10,20-22,
,,,,,,1000,"8,4","692,3",,"9,4","781,9",,,,,
,,,,,,2000,"8,2","678,2",,"9,3","767,8",,,,,
Лена, ,тарелка ,"Материал: керамика 
Размер: 30х13см
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"21,0","1764,9",90-95,"23,8","2003,3",80-85,15 826,10,20-22,
,,,,,,1000,"20,,9","1738,3",,"23,5","1976,8",,,,,
,,,,,,2000,"20,4","1702,6",,"23,2","1941,1",,,,,
Лена, ,чайник ,"Материал: керамика 
Размер: высота 13,5см, 800мл
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"25,3","2153,8",90-95,"28,9","2454,0",80-85,16 100,10,20-22,
,,,,,,1000,"24,3","2064,6",,"27,7","2356,0",,,,,
,,,,,,2000,"23,3","1977,9",,"26,6","2260,4",,,,,
Лена, ,посуда ,"Материал: керамика 
Размер: 280мл
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"8,0","681,9",90-95,"8,6","733,3",80-85,15 773,10,20-22,
,,,,,,1000,"7,6","648,1",,"8,2","698,0",,,,,
,,,,,,2000,"7,3","615,9",,"7,8","664,4",,,,,
Лена, ,посуда ,"Материал: керамика 
Размер: 150мл
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"8,0","681,9",90-95,"8,6","733,3",80-85,15 773,10,20-22,
,,,,,,1000,"7,6","648,1",,"8,2","698,0",,,,,
,,,,,,2000,"7,3","615,9",,"7,8","664,4",,,,,
Лена, , тарелка ,"Материал: керамика 
Размер: 26см
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"14,0","1186,3",90-95,"16,5","1398,3",80-85,16 134,10,20-22,
,,,,,,1000,"13,4","1137,7",,"15,8","1343,4",,,,,
,,,,,,2000,"12,8","1090,8",,"15,2","1290,2",,,,,
Лена, , тарелка ,"Материал: керамика 
Размер: 23см
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"10,4","881,2",90-95,"12,1","1025,7",80-85,16 134,10,20-22,
,,,,,,1000,"9,9","841,5",,"11,6","981,8",,,,,
,,,,,,2000,"9,5","803,5",,"11,1","939,5",,,,,
Лена, , тарелка ,"Материал: керамика 
Размер: 18см
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"7,4","625,3",90-95,"8,7","740,6",80-85,16 134,10,20-22,
,,,,,,1000,"7,0","593,2",,"8,3","705,1",,,,,
,,,,,,2000,"6,6","562,7",,"7,9","671,2",,,,,
Лена, ,мелочница ,"Материал: керамика 
Размер: 20м
Упаковка: коробка
Примечание от фабрики: ",," Дизайн: рисунок один цвет, деколь ",500,"18,4","1548,3",90-95,"21,1","1774,1",80-85,17 000,10,20-22,
,,,,,,1000,"17,3","1453,4",,"19,9","1672,5",,,,,
,,,,,,2000,"16,5","1385,4",,"19,0","1597,9",,,,,
