 ,Поводок,"Материал: лайкра
Размер: 2х150 см
Упаковка: прозрачный пакет
Примечание от фабрики: Указана средняя цена, необходимо пересчитывать в зависимости от логотипа
", Дизайн: жаккард,500,"7,6","656,4",55-60,,,,9 600,7,17-19,
 ,Ошейник,"Материал: лайкра
Размер: 2х43 см
Упаковка: прозрачный пакет
Примечание от фабрики: Указана средняя цена, необходимо пересчитывать в зависимости от логотипа", Дизайн: жаккард,500,"3,2","277,2",55-60,,,,40 100,7,17-19,
,Ремень,"Материал: лайкра
Размер: 2,5х134,6 см
Упаковка: прозрачный пакет
Примечание от фабрики: Указана средняя цена, необходимо пересчитывать в зависимости от логотипа", Дизайн: жаккард,500,"5,7","502,6",55-60,,,,40 100,7,17-19,
 ,Сумка малая,"Материал: лайкра
Размер: 10,1х10,1х3,8 см
Упаковка: прозрачный пакет
Примечание от фабрики: Указана средняя цена, необходимо пересчитывать в зависимости от логотипа", Дизайн: бирка с логотипом 1 цвет,500,"6,5","569,4",55-60,,,,40 100,7,17-19,
 ,Сумка большая,"Материал: лайкра
Размер: 16,5х12,7х3,8 см
Упаковка: прозрачный пакет
Примечание от фабрики: Указана средняя цена, необходимо пересчитывать в зависимости от логотипа", Дизайн: бирка с логотипом  1 цвет,500,"7,2","628,9",55-60,,,,40 100,7,17-19,
 ,Шлейка,"Материал: лайкра
Размер: L,
Ширина: 2,5 см
Грудь: 58- 73 см
Упаковка: прозрачный пакет
Примечание от фабрики: Указана средняя цена, необходимо пересчитывать в зависимости от логотипа", Дизайн: жаккард,500,"12,1","1052,2",55-60,,,,40 100,7,17-19,
 ,Чехол для мешков,"Материал: силикон
Размер: 9,7х6,4 см
Упаковка: прозрачный пакет
", Дизайн: шелкография 1 цвет,500,"2,1","186,3",55-60,,,,9 600,7,17-19,
 ,"Игрушка ""Морковь""","Материал: винил
Размер: 20 см
Упаковка: прозрачный пакет
Примечание от фабрики: логотип можно нанести только на ровной поверхности", Дизайн: тампопечать 1 цвет,300,"3,1","274,1",55-60,,,,14 900,7,17-19,
 ,"Игрушка ""Ботинок""","Материал: винил
Размер: 15,5 см
Упаковка: прозрачный пакет
Примечание от фабрики: логотип можно нанести только на ровной поверхности", Дизайн: тампопечать 1 цвет,300,"2,3","203,9",55-60,,,,14 900,7,17-19,
 ,"Игрушка ""Шина""","Материал: 
Размер: 11,5х3,5 см
Упаковка: прозрачный пакет
Примечание от фабрики: логотип можно нанести только на ровной поверхности", Дизайн: тампопечать 1 цвет,300,"3,2","276,1",55-60,,,,14 900,7,17-19,
 ,Сумка поясная,"Материал: силикон
Размер: 19х11,5 см
Цвет: голубой, персиковый, серый
Упаковка: прозрачный пакет
", Дизайн: шелкография 1 цвет,500,"8,5","738,9",55-60,,,,17 700,7,17-19,
 ,"Игрушка ""Желудь""","Материал: силикон
Размер:  93х93х113 мм
Цвет: зеленый, голубой+ серый
Упаковка: прозрачный пакет
", Дизайн: шелкография 1 цвет,500,"6,9","595,3",55-60,,,,17 700,7,17-19,
 ,Фрисби,"Материал: силикон
Размер: 20х0,5 см
Упаковка: прозрачный пакет
", Дизайн: шелкография 1 цвет,500,"4,6","395,6",55-60,,,,17 700,7,17-19,
 ,Коврик,"Материал: силикон
Размер: 203х 304 мм
Упаковка: прозрачный пакет
", Дизайн: шелкография 1 цвет,500,"9,0","787,7",55-60,,,,17 700,7,17-19,
 ,Складная миска,"Материал: силикон
Размер: 175х75 мм
Упаковка: прозрачный пакет
", Дизайн: шелкография 1 цвет,500,"4,8","419,3",55-60,,,,17 700,7,17-19,
 ,Поилка,"Материал: силикон
Размер: 136х23 мм
Упаковка: прозрачный пакет
", Дизайн: шелкография 1 цвет,500,"5,9","505,1",55-60,,,,17 700,7,17-19,
 ,Сумка поясная,"Материал: силикон
Размер: 150х5*145 мм
Упаковка: прозрачный пакет
", Дизайн: шелкография  лого 3 цвета ,500,"10,21","868,02",50-55,,,,13 300,10,20-22,
 ,Поводок,"Материал: Нейлон
Размер: 150х5*145 мм
Упаковка: прозрачный пакет
", Дизайн: Бирка с  многоцветным логотипом  ,500,"7,86","667,77",50-55,,,,4 200,7,17-19,
 ,Бутылка,"Материал: ПНД
Размер: 340х110*350 мм
Упаковка: прозрачный пакет
", Дизайн: шелкография  лого 3 цвета ,5000,"14,09","1197,52",60-65,,,,7 800,7,17-19,
 ,Стакан,"Материал: нерж.сталь
Объем: ~80 мл
Упаковка: белая коробка
Примечание от фабрики: трубочки упакованы отдельно (см.доп.фото)", Дизайн: УФ печать  лого 3 цвета ,400,,,,"5,0","422,0",40-45,14 500,9,19-21,
 ,Лабубу,"Материал: полиэстер, пластик
Размер коробки: 10*8*15см
Упаковка: цветная фабричная коробка
Примечание от фабрики: упакованы в индивидуальные заводские коробки, неизвестно какой цвет игрушки внутри", Дизайн: сток,400,,,,"7,9","680,0",20-25,,1,11-13,
 ,Лабубу,"Материал: полиэстер, пластик
Длина игрушки: 40см
Упаковка: цветная фабричная коробка
Примечание от фабрики: можно выбрать расцветку (см.доп.фото)", Дизайн: сток,400,,,,"68,1","5997,0",55-60,10 000,35,45-47,
 ,Поводок,"Материал: Нейлон
Размер: 250х1,2 мм
Упаковка: прозрачный пакет
", Дизайн:  двухсторонняя шелкография логтотипа клиента в двух местах на выбор в один цвет,200,,,,"7,86","838,74 ₽",30-35,9 200,7,17-19,
 ,Бутылка,"Материал: PC
Размер: 26,5*13,2 см
Упаковка: мешок на шнурках
Примечание от фабрики: ручку бутылки можно использовать как держатель для телефона"," Дизайн: удаление заводских нанесений, шелкография логотипа клиента один цвет",300,,,,"15,60","1 406,99 ₽",30-35,12 500,7,17-19,
 ,Бутылка,"Материал: нержавеющая сталь 304, пищевой полипропилен, силикон
Размер: 20,5*9,5 см, 650мл
Упаковка: Белая картонная коробка
Примечание от фабрики: "," Дизайн: удаление заводских нанесений, шелкография логотипа клиента один цвет",300,,,,"18,65","1 666,89 ₽",30-35,14 000,5,15-17,
