 ,Пенал силиконовый 2,"Материал: силикон 
Размер: 19,5*11,5 см
Упаковка: OPP пакет
Примечание от фабрики: 
*минимальный тираж для кастома 1000 шт
*минимальный заказ 500 шт",Дизайн: из наличия,500,"3,2","342,3",25-30,"3,64","393,03",15-20,"5 000,00",10-12,
,,,"Дизайн: настройка цвета, печать лого",1000,"3,1","332,5",45-50,"3,49","376,72",35-40,"16 000,00",17-19,
,,,,3000,"2,87","310,18",,"3,32","358,65",,,,
 ,Пазлы,"Материал: картон, пластик
Размер: 10*15 см
Упаковка: индивидуальная коробка 
Примечание от фабрики: 
*минимальный тираж для заказа и кастома - 100 шт.","Дизайн: персональная настройка, печать лого/рисунка",100,"3,8","389,5",35-40,"4,35","448,32",25-30,"5 000,00",13-15,
,,,,300,"3,38","347,75",,"3,95","406,55",,,,
,,,,500,"3,3","343,4",,"3,9","401,9",,,,
,,,,1000,"3,01","309,84",,"3,57","367,96",,,,
,,,,3000,"2,98","306,9",,"3,54","364,68",,,,
 ,Бутылка в чехле с подвесным кошелечком,"Материал: бутылка - нержавеющая сталь, чехол - полиэстер
Размер: 550 мл, 9*21 см
Упаковка: фабричная коробка
Примечание от фабрики: ","Дизайн: нет, из наличия

Нанесение логотипа (гравировка, шелкография, 3д печать) от 100 шт
Настройка цвета по пантону, индивидуальная форма бутылки и инивидуальный дизайн чехла от 5000 шт.
",100,"9,0","968,9",28-33,"10,37","1120,39",18-23,"3 500,00",14-17,
,,,,300,"8,87","957,59",,"10,27","1109,06",,,,
,,,,500,"8,56","924,16",,"9,96","1075,63",,,,
,,,,1000,"8,25","891,3",,"9,66","1042,77",,,,
,,,,3000,8,"863,98",,"9,36",1011,,,,
 ,Объемный брелок с ремувкой,"Материал: пвх
Размер: ок. 6*4*4 см
Упаковка: индив. пакетик
Примечание от фабрики: ","Дизайн: нет, из наличия

Открытие формы от 500 шт.",100,"2,3","249,5",28-33,"2,55","275,07",18-23,"1 900,00",12-15,
,,,,300,"2,06","222,57",,"2,3","248,15",,,,
,,,,500,"1,9","204,72",,"2,13","230,3",,,,
,,,,1000,"1,74","187,44",,"1,97","213,02",,,,
,,,,3000,"1,53","165,71",,"1,76","190,54",,,,
 ,Стикеры для заметок,"Материал: бумага, картон
Размер: 8*5,4 см, 20 стр
Упаковка: индивидуальный пакетик
Примечание от фабрики: ","Дизайн: нет, из наличия

Индивидуальная форма от 5000 шт",100,"0,3","31,2",28-33,"0,33","35,19",18-23,"1 800,00",12-15,
,,,,300,"0,18","19,82",,"0,22","23,86",,,,
,,,,500,"0,16","17,55",,"0,2","21,59",,,,
,,,,1000,"0,15","15,85",,"0,18","19,89",,,,
,,,,3000,"0,13","14,29",,"0,17","18,21",,,,
 ,ПВХ значок,"Материал: пвх, пластик, металлическая игла
Размер: 3-5 см
Упаковка: индивидуальный пакетик
Примечание от фабрики: ","Дизайн: нет, из наличия
",100,"0,4","40,0",28-33,"0,41","41,9",18-23,"1 800,00",12-15,
,,,,300,"0,28","28,65",,"0,3","30,57",,,,
,,,,500,"0,26","26,38",,"0,27","28,3",,,,
,,,,1000,"0,24","24,68",,"0,26","26,6",,,,
,,,,3000,"0,22","22,85",,"0,24","24,72",,,,
 ,Термос ,"Материал: нержавеющая сталь, силикон 
Размер: 400 мл
Упаковка: инливидуальная коробка 
Примечание от фабрики: ","Дизайн: нет, из наличия",100,"2,8","298,1",28-33,"3,7","403,9",18-23,"1 900,00",12-15,
,,,,300,"2,5","273,4",,"3,5","347,4",,,,
,,,,500,"2,5","264,6",,"3,4","367,1",,,,
,,,,1000,"2,4","256,7",,"3,3","354,7",,,,
,,,,3000,"2,3","247,8",,"3,3","342,9",,,,
 ,Ланчбокс ,"Материал: пластик
Размер: 18,3*12,2*6,9 см
Упаковка: индивидуальная коробка
Примечание от фабрики: ","Дизайн: нет, из наличия",100,"4,2","448,9",28-33,"5,1",555,18-33,"2 000,00",12-15,
,,,,300,4,"429,8",,"4,9",534,,,,
,,,,500,"3,8","414,9",,"4,8","516,1",,,,
,,,,1000,"3,7","400,8",,"4,6","498,9",,,,
,,,,3000,"3,7","394,7",,"4,6","491,6",,,,
 ,Ежедневник,"Материал: обложка pu
Размер: 130*180 мм, 196 стр
Упаковка: индивидуальный пластиковый пакет
Примечание от фабрики: 
Комплект: ежедневник, брелок, закладка, открытка, наклейки","Дизайн: нет, из наличия

Полный кастом от 1000 шт.",100,"6,1","661,1",28-33,"7,29","787,31",18-23,"3 000,00",12-15,
,,,,300,"6,02","649,76",,"7,19","775,98",,,,
,,,,500,6,"647,49",,"7,16","773,71",,,,
,,,,1000,"5,98","645,79",,"7,15","772,01",,,,
,,,,3000,"5,79","625,7",,"6,93","748,21",,,,
 ,Печатка детская,"Материал: пластик
Размер: 45*56 мм, 50*15 мм область печати
Упаковка: индивидуальная пластиковая коробочка
Примечание от фабрики: ","Дизайн: нет, из наличия, настройка печатки

Индивидуальная форма от 100 тыс. шт.",100,"2,2","234,1",28-33,"2,3","248,65",18-23,"2 000,00",12-15,
,,,,300,"2,06","222,77",,"2,2","237,31",,,,
,,,,500,"2,04","220,51",,"2,18","235,05",,,,
,,,,1000,"2,03","218,81",,"2,16","233,35",,,,
,,,,3000,"1,96","211,27",,"2,09","225,38",,,,
 ,Бутылка ,"Материал: пластик
Размер: 740 мл/ 22*10,5*4 см
Упаковка: индивидуальная коробка 
Примечание от фабрики: ","Дизайн: нет, из наличия",100,"5,5","595,5",30-35,"6,4","689,7",20-25,"2 500,00",12-15,
,,,,300,"5,2","562,3",,"6,1","656,3",,,,
,,,,500,"5,1","553,5",,6,"646,6",,,,
,,,,1000,5,"542,5",,"5,9","635,7",,,,
,,,,3000,"4,9","531,8",,"5,8","623,2",,,,
 ,Калькулятор ,"Материал: пластик, пвх, метал
Размер: 8,5*1,4 см 
Упаковка: индивидуальный пакет 
Примечание от фабрики: ","Дизайн: нет, из наличия",100,"1,1","117,2",28-33,"1,13","121,9",18-23,"1 900,00",12-15,
,,,,300,1,"105,8",,"1,02","110,6",,,,
,,,,500,"0,96","103,6",,1,"108,3",,,,
,,,,1000,"0,93","100,7",,"0,98","105,3",,,,
,,,,3000,"0,91","97,8",,"0,95","102,3",,,,
 ,Ластик ,"Материал: tpr
Размер: 11,5* 10 см 
Упаковка: орр
Примечание от фабрики: ","Дизайн: нет, из наличия",100,"2,1","226,1",28-33,"2,3","245,3",18-23,"2 000,00",12-15,
,,,,300,"1,98","213,8",,"2,17","233,9",,,,
,,,,500,"1,87","202,1",,"2,06","222,3",,,,
,,,,1000,"1,83","198,1",,"2,02","218,04",,,,
,,,,3000,"1,79","193,5",,"1,97","213,1",,,,
 ,Набор ПВХ фигурок с коробкой-домиком,"Материал: пвх, картон
Размер: примерный размер фигурки - 2*5 см; примерный размер коробки - 25,5*15,5*3,5 см; один набор включает 10 фигурок
Упаковка: индивидуальная коробка
Примечание от фабрики: 
*в наличии таких наборов нет. Мин тираж на фигуркки - 100 наборов (из 10 фигурок.), мин тираж на корбки - 1000 штук, поэтому минимальный тираж общих наборов (10 фигурок + коробка) - 1000 шт.",Дизайн: производство фигурок и коробки по макету,1000,"16,2","1664,2",50-55,"20,22","2082,92",40-45,"34 500,00",25-27,
,,,,3000,"15,91","1638,54",,"19,97","2057,3",,,,
 ,Комплект блокнот и ручка,"Материал: биоразлагаемая бумага
Размер: А5
Упаковка: индивидуальный пакет
Примечание от фабрики: 
Минимальный тираж для заказа 1000 шт",Дизайн: индивидуальный дизайн обложки,1000,"16,2","1664,2",35-40,"20,22","2082,92",25-30,"34 500,00",15-18,
,,,,3000,"15,91","1638,54",,"19,97","2057,3",,,,
