 ,Налобный фонарик,"Материал: ПС
Размер: 85*51*51* мм
Упаковка: заводская упаковка
Примечание от фабрики: 
Используйте источник света COB (индукционный) / COB (неиндукционный)
Тип разъема: зарядка Type-C
Время зарядки составляет около 2-3 часов.
Время разрядки составляет около 3-5 часов.
Аккумулятор: литиевый аккумулятор 18650
Входной ток 3,7 В-2 А
Емкость аккумулятора 1200 мАч
Степень водонепроницаемости IP44
Без индукции/индукция: COB белый сильный свет - COB белый слабый свет - COB красный - COB - мигающий красный свет
Люмен: 530 Лм", Дизайн: сток,1000,"5,7","530,5",40-45,,,,4 500,5,15-17,
,,,,2000,"5,6","522,0",,,,,,,,
,,,,3000,"5,6","516,6",,,,,,,,
 ,Налобный фонарик,"Материал: Высокопрочный АБС
Размер: 56*27 мм
Упаковка: заводская упаковка
Примечание от фабрики: 
Освещение Сильное-Среднее-Слабое
Аккумулятор: литиевый аккумулятор большой емкости
Время работы батареи: 3–5 часов
Водонепроницаемость
", Дизайн: сток,1000,"3,3","312,8",40-45,,,,3 500,5,15-17,
,,,,2000,"3,3","311,9",,,,,,,,
,,,,3000,"3,3","311,7",,,,,,,,
 ,Налобный фонарик,"Материал: АБС
Размер: 65*32*39 мм
Упаковка: заводская упаковка
Примечание от фабрики: 
Освещение Сильное-Среднее-Слабое
Дальность: 35 м
Продолжительность работы: около 4 часов
Емкость аккумулятора:  500 мАч", Дизайн: сток,1000,"4,4","410,2",40-45,,,,3 500,5,15-17,
,,,,2000,"4,4","409,4",,,,,,,,
,,,,3000,"4,4","409,1",,,,,,,,
 ,Налобный фонарик,"Материал: АБС
Размер: 7.8*5.5*3.4 см
Упаковка: заводская упаковка
Примечание от фабрики: 
Номинальная мощность: 8 Вт
Световой поток: Сильный - 400 лм Средний - 180 лм Слабый - 80 лм
Порт зарядки: тип-c
Емкость аккумулятора: 2600 мАч
Функция: сильный свет - средний свет - слабый свет - мигание - длительное нажатие для выключения", Дизайн: сток,1000,"20,0","1815,6",40-45,,,,5 500,5,15-17,
,,,,2000,"19,4","1761,4",,,,,,,,
,,,,3000,"18,8","1707,7",,,,,,,,
 ,Налобный фонарик,"Материал: алюминиевый сплав
Размер: 
Упаковка: заводская упаковка
Примечание от фабрики: 
Световой поток: Высокий 1150 Лм (60 секунд до 400) - Средний 250 Лм (60 секунд до 100) - Низкий 15 Лм
Источник света: Samsung 351B*3
Световой режим: высокий - средний - низкий - мигающий - SOS. Оставайтесь на любой передаче в течение 3 секунд, прежде чем нажать кнопку выключения питания. Дважды щелкните переключатель, чтобы войти в 8-уровневый режим плавного затемнения с памятью.
Время зарядки: 1,5 ч.
Срок службы батареи: Высокий (100 минут) - Средний (500 минут) - Низкий (2200 минут)
Отображение уровня заряда батареи: зеленый свет при разрядке, красный свет при напряжении ниже 3,3 В, красный свет мигает при напряжении ниже 2,9 В, выключается при напряжении ниже 2,7 В
Индикация зарядки: красный свет во время зарядки, зеленый свет при полной зарядке
Тип порта зарядки: TYPE-C
Тип аккумулятора: встроенный аккумулятор 18350 1000 мАч
Напряжение зарядки: 4,5-5 В
Специальные функции: можно использовать как фонарик, налобный фонарь, фонарь для шляпы, фонарик-зажим для ручки
Дальность облучения: 200 метров
Степень водонепроницаемости: IP68", Дизайн: сток,1000,"18,1","1643,6",40-45,,,,7 000,5,15-17,
,,,,2000,"17,8","1617,2",,,,,,,,
,,,,3000,"17,5","1591,3",,,,,,,,
 ,Пусковое устройство+воздушный компрессор+фонарик,"Материал: АБС+полимерная литий-ионная батарея
Размер: 220*140*55 мм
Упаковка: заводская упаковка
Примечание от фабрики: 
1 комплект: 1 устройство + 1 кабель с зажимом + 1 трубка для надувания + 1 USB-кабель + 3 надувных адаптера + большая нейлоновая сумка
Емкость аккумулятора: 8000 мАч
Тип батареи: Высокоскоростная полимерная тройная литий-ионная батарея
Вход Тип-C:5В/2А
Выход: USB 5В/2А
Пусковой ток: 5004
Пиковый ток: 10004
Давление в шинах: 3-140 фунтов на кв. дюйм
Расход воздуха: 30 л/мин
Шум накачивания: ≤85 дБ (тестовое расстояние 100 см)
Диапазон измерения давления: 0-150 фунтов на кв. дюйм, ±1 фунт на кв. дюйм
Рабочая температура: -20℃~60℃
Время цикла:>1000 раз

Необходимы ДС+СС, примерная стоимость 100 тысяч рублей, в стоимость не включено.", Дизайн: лого 1 цвет на устройстве+лого 1 цвет на сумке,1000,"55,6","5109,6",60-65,,,,20 000,19,29-31,
,,,,2000,"52,8","4856,3",,,,,,,,
,,,,3000,"50,7","4659,3",,,,,,,,
 ,Воздушный компрессор,"Материал: АБС
Размер: 80*52*158 мм
Упаковка: заводская упаковка
Примечание от фабрики: 
1 комплект: 1 устройство + 1 кабель для подсоединения к прикуривателю + 1 трубка для надувания + 4 надувных адаптера + сумка для хранения
Рабочее напряжение: 7,4 В
Номинальный вход: 5В1А
Диаметр поршня: 19 мм
Номинальная мощность: 60 Вт
Диапазон давления: Давление: 3-150 фунтов на кв. дюйм
Точность: ±1,5 фунта на квадратный дюйм
Объем воздуха: 16 л/мин

В цену за образец входит стоимость фабричного образца. Сигнальный образец сделать нельзя, только предтиражный.


Необходима ДС, примерная стоимость 25 тысяч рублей, в стоимость не включено.", Дизайн: лого 1 цвет,1000,"17,1","1605,9",60-65,,,,5 500,5,15-17,
,,,,2000,"16,6","1557,8",,,,,,,,
,,,,3000,"16,1","1510,4",,,,,,,,
 ,Воздушный компрессор,"Материал: АБС
Размер: 180*100*125 мм
Упаковка: заводская упаковка
Примечание от фабрики: 
Аксессуары: шнур питания от прикуривателя + вставная трубка для накачивания + насадка-конвертер для накачивания мячей (круг для плавания + резиновая лодка + насадка-конвертер для велосипеда)

Предустановленное давление в шинах
Полностью автоматическая остановка
Точное измерение давления
Аварийное освещение
[Диапазон давления]: 0,2~10,3 бар/3~150 фунтов на кв. дюйм
[Рабочая температура]: 0℃~45℃
Температура хранения: -10℃~-45℃
[Длина трахеи]: 150 ММ
[Длина газового сопла]: 11*20 мм (американское газовое сопло)



Необходима ДС, примерная стоимость 25 тысяч рублей, в стоимость не включено.", Дизайн: лого 1 цвет,1000,"21,5","2000,8",60-65,,,,13 000,9,19-21,
,,,,2000,"20,8","1941,1",,,,,,,,
,,,,3000,"20,2","1882,1",,,,,,,,
 ,Сумка с усиленной ручкой,"Материал: искусственная кожа
Размер: 45х26х14
Упаковка: прозрачный пакет
Примечание от фабрики: цвет можно выбрать из цветовой карты фабрики

Цена ориентировочная, окончательная после предоставления макетов
", Дизайн: тиснение логотипа,1000,"22,4","2018,6",60-65,,,,14 900,7,17-19,
,,,,2000,"21,8","1965,1",,,,,,,,
,,,,3000,"21,3","1912,2",,,,,,,,
 ,"Сумка с усиленной ручкой
Фабрика 2","Материал: искусственная кожа
Размер: 45х26х14
Упаковка: прозрачный пакет
Примечание от фабрики: цвет можно выбрать из цветовой карты фабрики

Цена ориентировочная, окончательная после изготовления образца", Дизайн: тиснение логотипа,1000,"17,0","1570,8",60-65,,,,"Без лого 
12000

С тиснением
17200",10,20-22,
,,,,2000,"16,6","1529,6",,,,,,,,
,,,,3000,"16,5","1523,5",,,,,,,,
