 ,Толстовка,"Материал: полиэфирное волокно
Размер: индивидуальный
Упаковка: сток
Примечание от фабрики: без капюшона, плотность 40 нитей, двухнитка", Дизайн: нанесение лого,150 000,"7,8","726,9",85-90 дней,"8,2","791,1",75-80 дней,"20 700,00",15-17 дней,
,,,,250 000,,,,,,,,,
,,,,350 000,,,,,,,,,
 ,Значок ,"Материал: цинковый сплав 
Размер: ~3.5х3.5 см
Упаковка: картонная подложка + индивидуальный пакет", Дизайн: индивидуальная форма ,150 000,"0,7","71,1",65-70 дней ,"0,8","77,0",55-60 дней ,"10 690,00",15-20 дней,
,,,,250 000,"0,7","69,8",,"0,8","75,7",,,,
,,,,350 000,"0,7","68,5",,"0,8","74,5",,,,
 ,Носки ,"Материал: пластик
Упаковка: индивидуальный пакет"," Дизайн: индивидуальный дизайн (лого, паттерн)",150 000,"1,5","138,3",55-60 дней ,"1,6","153,3",45-50 дней,"6 210,00",17-20 дней ,
,,,,250 000,"1,4","135,7",65-70 дней ,"1,6","150,7",55-60 дней,,,
,,,,350 000,"1,4","130,6",75-80 дней ,"1,5","145,6",65-70 дней,,,
 ,Поп-сокет ,"Материал: силикон + пластик
Размер: 80х25х4 мм
Упаковка: индивидуальный пакет 
Примечание от фабрики: цвет на выбор с фото"," Дизайн: индивидуальный дизайн (лого, паттерн)",150 000,"1,6","155,9",55-60 дней,"1,6","159,9",45-50 дней,"8 390,00",17-20 дней ,
,,,,250 000,"1,6","153,4",,"1,6","158,2",,,,
,,,,350 000,"1,5","152,9",,"1,6","157,9",,,,
 ,Переводные татуировки ,"Материал: силикон + пластик
Размер: 80х25х4 мм
Упаковка: индивидуальный пакет 
Примечание от фабрики: цвет на выбор с фото"," Дизайн: индивидуальный дизайн, 10-15 тату на листе ",150 000,"0,3","29,9",35-40 дней,"0,3","33,3",25-30 дней,"24 500,00",15-20 дней ,
,,,,250 000,"0,3","28,5",,"0,3","31,8",,,,
,,,,350 000,"0,2","27,1",,"0,3","30,5",,,,
 ,Термокружка,"Материал: нержавеющая сталь
Размер: 500 мл, 15.1х8.9х7 см"," Дизайн: выкрас в пантон, печать лого",150 000,"5,6","538,8",55-60 дней ,"6,8","655,2",45-50 дней ,"8 250,00",15-20 дней ,
,,,,250 000,"5,5","537,6",,"6,7","654,9",,,,
,,,,350 000,"5,5","536,9",,"6,7","653,4",,,,
 ,"Стакан, меняющий цвет от температуры воды","Материал: алюминий
Размер: 500 мл, 8.4х12.8х5.6 см", Дизайн: нанесение лого / паттерна ,150 000,"2,5","241,7",65-70 дней ,"2,7","261,7",55-60 дней ,"20 170,00",15-20 дней ,
,,,,250 000,"2,4","236,7",,"2,6","256,8",,,,
,,,,350 000,"2,4","234,2",,"2,6","254,3",,,,
 ,"Стакан, меняющий цвет от температуры воды","Материал: пластик
Размер: 710 мл, 17.5х6х10.5 см", Дизайн: нанесение лого / паттерна ,150 000,"2,5","240,3",65-70 дней ,"2,8","271,2",55-60 дней ,"20 230,00",15-20 дней ,
,,,,250 000,"2,4","235,4",,"2,7","266,2",,,,
,,,,350 000,"2,4","232,9",,"2,7","263,9",,,,
 ,Складной стакан,"Материал: силикон
Размер: 325 мл, 9.х11.5х5.3 см"," Дизайн: нанесение лого, выкрас в пантон",150 000,"3,1","301,3",75-80 дней,"3,5","339,8",65-70 дней ,"21 560,00",15-20 дней ,
,,,,250 000,"2,9","288,9",,"3,4","327,5",,,,
,,,,350 000,"2,8","276,5",,"3,2","315,1",,,,
 ,Набор объемных стикеров,"Материал: силикон
Размер: 325 мл, 9.х11.5х5.3 см"," Дизайн: нанесение лого, выкрас в пантон",150 000,"1,1","108,9",50-55 дней ,"1,2","113,4",40-45 дней ,"6 100,00",15-20 дней ,
,,,,250 000,"1,0","96,5",55-60 дней ,"1,0","100,9",45-50 дней ,,,
,,,,350 000,"0,9","89,1",75-80 дней ,"0,9","93,5",65-70 дней ,,,
 ,Ремувка,"Материал: полиэстер
Размер: 13х2.8 см
Упаковка: индивидуальный пакет", Дизайн: вышивка лого,150 000,"0,5","49,8",55-60 дней ,"0,5","52,2",45-50 дней ,"6 100,00",15-20 дней ,
,,,,250 000,"0,5","48,6",,"0,5","50,9",,,,
,,,,350 000,"0,5","47,3",,"0,5","49,7",,,,
 ,Чехол для ключей ,"Материал: экокожа
Упаковка: индивидуальный пакет", Дизайн: нанесение лого / паттерна,150 000,"0,5","47,2",50-55 дней,"0,6","53,3",40-45 дней ,"4 270,00",15-20 дней ,
,,,,250 000,"0,5","45,9",,"0,5","51,9",,,,
,,,,350 000,"0,4","44,7",,"0,5","50,8",,,,
 ,Ежедневник,"Материал: искуственная кожа, бумага
Размер: А5
Упаковка: сток ", Дизайн: индивидуальный дизайн ежедневника,150 000,"2,8","273,4",90-95 дней,"3,7","362,1",45-50 дней,"9 700,00",16-18 дней,
,,,,250 000,"2,8","270,6",,"3,7","359,3",,,,
,,,,350 000,"2,8","267,8",,"3,7","356,5",,,,
 ,Защипки для провода,"Материал: силикон
Размер: 13 х 104,7 х 2,5 мм
Упаковка: сток
Дизайн: выкрас в пантон; нанесение логотипа"," Дизайн: 
1. выкрас в пантон 
2. нанесение лого",150 000,"0,1","8,3",45-50 дней,"0,1","9,2",35-40 дней,"22 900,00",19-22 дней,
,,,,250 000,"0,1","8,3",50-55 дней,"0,1","9,2",40-45 дней,,,
,,,,350 000,"0,1","8,3",55-60 дней,"0,1","9,2",45-50 дней,,,
 ,"Стикеры 
(набор из 6 наклеек на листе)","Материал: синтетическая бумага, цветная печать, эпоксидная смола
Размер: лист 50 х 80 мм с 6 наклейками 
Упаковка: сток"," Дизайн: 
индивидуальный дизайн стикеров",150 000,"0,4","43,3",50-55 дней,"0,5","45,4",40-45 дней,"9 400,00",18-20 дней,
,,,,250 000,"0,4","43,3",,"0,5","45,4",,,,
,,,,350 000,"0,4","43,3",,"0,5","45,4",,,,
 ,Фрисби,"Материал: полипропилен
Упаковка: сток 
"," Дизайн: 
1. нанесение лого
2. выкрас в пантон",150 000,"1,1","110,7",80-85 дней,"1,6","153,7",70-75 дней,"26 200,00",28-30 дней,
,,,,250 000,"1,1","110,7",,"1,6","153,7",,,,
,,,,350 000,"1,1","110,7",,"1,6","153,7",,,,
 ,Подставка для телефона,"Материал: алюминиевый сплав, силикон, ABS
Упаковка: сток", Дизайн: нанесение лого лазерной гравировкой,150 000,"2,5","241,7",55-60 дней,"3,0","292,6",45-50 дней,"5 400,00",17-20 дней,
,,,,250 000,"2,5","241,7",,"3,0","292,6",,,,
,,,,350 000,"2,5","241,7",,"3,0","292,6",,,,
 ,Джиббитсы на шнурки,"Материал: ПВХ
Размер: 3 х 2,5 см
Упаковка: сток
Примечание от фабрики: 
1) минимальный объем заказа на один дизайн - 1000 штук
2) точная стоимость тиража зависит от количества выбранных дизайнов", Дизайн: индивидуальный дизайн,150 000,"0,3","30,4",40-45 дней,"0,3","31,5",30-35 дней,"9 000,00",15-17 дней,
,,,,250 000,"0,3","30,4",,"0,3","31,5",,,,
,,,,350 000,"0,3","30,4",,"0,3","31,5",,,,
 ,Шевроны,"Упаковка: сток
Примечание от фабрики: на клее", Дизайн: индивидуальный дизайн,150 000,"0,8","78,5",50-55 дней,"1,0","93,1",40-45 дней,"7 100,00",17-20 дней,
,,,,250 000,"0,8","72,9",,"0,9","87,5",,,,
,,,,350 000,"0,7","70,1",,"0,9","84,7",,,,
 ,Крышка на трубочку,"Материал: ПВХ
Упаковка: сток
Примечание от фабрики: точная стоимость тиража зависит от количества выбранных дизайнов", Дизайн:  индивидуальный дизайн,150 000,"0,3","31,3",45-50 дней,"0,3","32,9",35-40 дней,"4 800,00",16-18 дней,
,,,,250 000,"0,3","31,3",,"0,3","32,9",,,,
,,,,350 000,"0,3","31,3",,"0,3","32,9",,,,
 ,Сумка на одну ручку,"Материал: хлопок
Упаковка: сток
Примечание от фабрики: не более 3 цветов в одном индивидуальном дизайне "," Дизайн:  индивидуальный дизайн
выкрас в пантон",150 000,"1,7","160,5",60-65 дней,"1,9","182,4",50-55 дней,"8 700,00",19-22 дней,
,,,,250 000,"1,7","160,5",,"1,9","182,4",,,,
,,,,350 000,"1,7","160,5",,"1,9","182,4",,,,
 ,Картхолдер на телефон магнитный,"Материал: искусственная кожа
Размер: стандартный
Упаковка: сток"," Дизайн: нанесение лого
выкрас в пантон",150 000,"2,7","263,4",70-75 дней,"2,9","279,2",60-65 дней,"14 700,00",19-22 дней,
,,,,250 000,"2,6","255,0",,"2,8","270,8",,,,
,,,,350 000,"2,5","243,8",,"2,7","259,5",,,,
,Футболка,"Материал:
Смесь 50% полиэстера и 50% хлопка
Плотность 18 нитей на 160-180 гр
Размер: XS - XXL
Упаковка: сток

"," Дизайн:  индивидуальный дизайн
",150 000,"6,5","629,8",75-80 дней,"7,1","694,0",65-70 дней,"10 000,00",17-20 дней,
,,,,250 000,"6,5","629,5",85-90 дней,"7,1","693,8",75-80 дней,,,
,,,,350 000,"6,3","617,1",,"7,0","681,3",,,,
 ,Ланьярд с сумкой,"Материал: полиэстер и сплав
Размер: 130 г
Упаковка: сток"," Дизайн: 
1. выкрас в пантон 
2. нанесение лого",150 000,"6,6","643,8",65-70 дней,"7,1","687,2",55-60 дней,"37 500,00",27-30 дней,
,,,,250 000,"6,5","631,4",75-80 дней,"6,9","674,8",65-70 дней,,,
,,,,350 000,"6,4","619,1",85-90 дней,"6,8","662,4",75-80 дней,,,
 ,Чехол для телефона с 7 джиббитсами в наборе,"Материал: ПВХ
Размер: стандартный
Упаковка: сток
Примечание от фабрики: точная стоимость тиража зависит от количества выбранных дизайнов"," Дизайн: 
индивидуальный дизайн джиббитс",150 000,"3,9","381,7",60-65 дней,"4,3","422,1",50-55 дней,"5 900,00",27-30 дней,
,,,,250 000,"3,9","381,7",,"4,3","422,1",,,,
,,,,350 000,"3,9","381,7",,"4,3","422,1",,,,
 ,Футболка,"Материал: полиэстер 100%
Плотностность: 120 гр на м2
Размер: XS - XXL
Упаковка: сток"," Дизайн: 
1. выкрас в пантон 
2. нанесение лого",150 000,"4,5","433,2",75-80 дней,"5,1","499,5",65-70 дней,"9 700,00",17-20 дней,
,,,,250 000,"4,5","432,9",,"5,1","499,3",,,,
,,,,350 000,"4,5","432,8",,"5,1","499,2",,,,
 ,Ремувка,"Размер: 2.5х13 см
Упаковка: индивидуальный пакет"," Дизайн: 
1. выкрас в пантон 
2. нанесение лого",150 000,"1,2","115,2",85-90 дней,"1,3","127,2",75-80 дней,"24 850,00",17-20 дней,
,,,,250 000,"1,2","112,7",,"1,3","124,7",,,,
,,,,350 000,"1,1","110,2",,"1,2","122,3",,,,
 ,Ланъярд для телефона,"Размер: 2.5х45 см
Упаковка: индивидуальный пакет
В наборе вкладыш под чехол, прозрачный"," Дизайн: 
1. выкрас в пантон 
2. нанесение лого",150 000,"3,4","327,2",85-90 дней,"3,6","346,4",75-80 дней,"25 100,00",17-20 дней,
,,,,250 000,"3,3","324,7",,"3,5","343,9",,,,
,,,,350 000,"3,3","319,7",,"3,5","338,9",,,,
