 , Чехол для бейджа с запечаткой хорошего качества (пластик),,"Материал: пластик
Размер: внешний - 70*110 мм; внутренний - 54*85 мм
Упаковка: OPP пакет
Примечание от фабрики: итоговая стоимость зависит от макета"," Дизайн: уф-печать дизайна на обратной стороне, 1 цвет ",1000,"0,9","73,6",35-40,"1,0","84,7",25-30,5 500,5,15-17,
 ,Лента для бейджа жаккард,,"Материал: жаккард
Размер: 90*2 см
Упаковка: OPP пакет
Примечание от фабрики: итоговая стоимость зависит от макет"," Дизайн: цвет ленты близко к пантону, офсетная печать лого, 1 цвет с 1 стороны",1000,"1,6","135,7",40-45,"1,7","146,9",30-35,10 000,7,17-19,
 ,Веревка держатель телефона браслет/подвес,,"Материал: паракорд
Размер: 29*2 см
Упаковка: индивидуальный пакетик"," Дизайн: 
- выбор цвета шнурков из раскладки
- печать на вкладыше в телефон",1000,"1,6","136,8",40-45,"1,8","155,9",30-35,6 000,5,15-17,
,Ремувка-шнур,,"Материал: паракорд
Размер: 13 см
Упаковка: индивидуальный пакетик"," Дизайн: 
- выбор цвета шнурков из раскладки
- индивидуальный дизайн бирки",1000,"1,6","139,6",40-45,"1,9","163,4",30-35,7 900,7,17-19,
,Бутылка,,"Материал: пластик
Размер: 650 мл, 25,2*6,5 см
Упаковка: индивидуальный пакетик"," Дизайн: 
- нанесение логотипа 1 цвет",1000,"2,4","206,8",40-45,"3,1","260,8",30-35,5 800,5,15-17,
,Попсокет,,"Материал: ABS+TPU+клеевой слой
Размер: диаметр 40 мм, высота в раскрытом виде 22 мм, в сложенном 7 мм
Упаковка: прозрачный пакетик 
Примечание от фабрики: цена на более качественный пластик, есть более дешевый вариант материала
есть также вариант упаковки в блестящий пакетик и в пластик с подложкой"," Дизайн: 
УФ нанесение лого 1 цвет",1000,"0,3","27,5",35-40,"0,3","29,1",25-30,2 800,3,13-15,
,ПВХ сумочка (упаковка),,"Материал: ПВХ
Размер: 8*8*12 см
Упаковка: прозрачный пакетик 
Примечание от фабрики: возможно производство по индивидуальному размеру"," Дизайн: 
нанесение лого 1 цвет",1000,"1,8","155,8",40-45,"2,1","178,6",30-35,12 000,5,15-17,
 ,Стикерпаки с мотивирующими фразами (смола - объемные стикеры),,"Материал: смола, картон
Размер: А5
Упаковка: OPP пакет
Примечание от фабрики: точная цена после макета "," Дизайн: производство стикеров по макету, полная запечатка подложки с одной стороны",1000,"2,3","194,7",40-45,"2,4","201,1",30-35,10 000,7,17-19,
 ,Стикерпаки с мотивирующими фразами (бумага - плоские стикеры),,"Материал: бумага, картон
Размер: А5
Упаковка: OPP пакет
Примечание от фабрики: точная цена после макета "," Дизайн: производство стикеров по макету, полная запечатка подложки с одной стороны",1000,"1,2","100,2",40-45,"1,3","106,6",30-35,10 000,7,17-19,
 ,Стикерпаки с мотивирующими фразами (галографическая бумага),,"Материал: бумага, картон
Размер: А5
Упаковка: OPP пакет
Примечание от фабрики: точная цена после макета "," Дизайн: производство стикеров по макету, полная запечатка подложки с одной стороны",1000,"1,3","112,7",40-45,"1,4","119,0",30-35,10 000,7,17-19,
 ,Кубик-Рубик вместо антистресса,,"Материал: пластик
Размер: 5,9 см
Упаковка: индивидуальная коробка
Примечание от фабрики: ", Дизайн: печать на каждой сторонк кубика ,1000,"1,7","141,1",40-45,"2,0","165,7",30-35,20 000,10,20-22,
,,,,,,,,,,,,,,,
 ,Сквиш голубь,,"Материал: PU
Размер: 7,6*8,3*2,5 см
Упаковка: индивидуальный пакетик
Цвета в наличии: 
Красный — 485C / 186C / 25C
Оранжевый — 021C
Жёлтый — 109C
Зелёный — 365C
Синий — 2728C
Чёрный / Белый
Примечание от фабрики: "," Дизайн: 
- фабричная форма
- выбор цвета из наличия
- нанесение логотипа 1-2 цвета",1000,"2,2","186,7",45-50,"2,3","194,1",35-40,12 000,7,17-19,
 ,Бутылка для воды/стакан,,"Материал: пластик
Размер: 430 мл, 170*75*60 мм
Упаковка: OPP пакет
Примечание от фабрики: точная цена после макета"," Дизайн: цвет из наличия + нанесение лого, 1 цвет",1000,"6,7","571,2",45-50,"8,0","682,5",35-40,10 000,7,17-19,
 ,Блокнот на пружине,,"Материал: обложка картон, 80 листов 70 гр, пластиковая пружина
Размер: А6
Упаковка: индивидуальный пакет"," Дизайн: печать на обложке, индивидуальная запечатка страниц",1000,"2,5","211,4",45-50,"2,9","245,2",35-40,7 900,7,17-19,
 ,Блокнот  ,,"Материал: обложка софттач кожзам, блок 80 листов 70 гр
Размер: 15*15 см
Упаковка: индивидуальный пакет"," Дизайн: вырубка отверстий в обложке, выкрас среза,  форзац и нархзац из рельефной бумаги, индивидуальная запечатка страниц",1000,"3,5","293,6",45-50,"4,1","347,4",35-40,8 000,7,17-19,
,Блокнот на кольцах с силиконовой обложкой ,,"Материал: обложка силикон, блок 80 листов 70 гр
Размер: 21*15 см
Упаковка: индивидуальный пакет", Дизайн: выкрас цвета обложки в пантон,1000,"3,4","290,8",40-45,"3,8","325,2",30-35,7 900,7,17-19,
,Набор джибитсов 3 шт.,,"Материал: пвх
Размер: 2-3 см
Упаковка: индивидуальный пакет", Дизайн: индивидуальная форма и дизайн,1000,"1,9","163,4",35-40,"2,0","165,0",25-30,32 500,7,17-19,
,Сумочка держатель для бутылки с карманом для телефона,,"Материал: сетка
Размер: 22*13 см
Упаковка: индивидуальный пакет"," Дизайн: выбор цвета материала, бирка с логотипом",1000,"2,1","174,8",40-45,"2,2","185,9",30-35,6 000,7,17-19,
,Значок акриловый,,"Материал: акрил
Размер: ок. 3 см
Упаковка: индивидуальный пакетик", Дизайн: индивидуальная форма и дизайн,1000,"0,4","32,3",30-35,"0,4","33,2",20-25,2 500,3,13-15,
 ,Кармашек под пропуск силикон,,"Материал: силикон, пластик
Размер: внешний - 70*110 мм; внутренний - 54*85 мм
Упаковка: OPP пакет
Примечание от фабрики: итоговая стоимость зависит от макета"," Дизайн: печать лого на обратной стороне, 1 цвет, шелкография ",1000,"0,8","71,2",40-45,"1,0","85,5",30-35,10 000,7,17-19,
 ,"Картхолдер, который на телефон клеится

+предложить свои варианты",,"Материал: кожзам
Размер: 6,5*9 см
Упаковка: OPP пакет
Примечание от фабрики: с обратной стороны клеевой слой, крепится на телефон; точная цена после макета", Дизайн: печать дизайна/лого по макету с одной стороны в 1 цвет; кожа на выбор из раскладки фабрики,1000,"2,6","217,7",45-50,"2,9","246,8",35-40,1 000,10,20-22,
