,"Менеджер: 
Email: 
Телефон: ",,"Багандова Виктория
victoriabagandova@megamind.ru
+8 (991) 641-94-30",,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,Образец не включен в стоимость тиража,,,
,Мешок для обуви-раскраска ,"Материал: холщовая ткань
Размер: 27*35 см
Упаковка: заводская упаковка
Примечание от фабрики: утолщенный холст, не выцветает, прочный и долговечный


Без фломастеров

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: нанесение рисунка по макету клиента ,4600,"2,41",245.9,1131048,55-60,,,0,,"11,000",12,22-24,
,Мешок для обуви-раскраска ,"Материал: холщовая ткань
Размер: 27*35 см
Упаковка: заводская упаковка
Примечание от фабрики: утолщенный холст, не выцветает, прочный и долговечный


 
В комплект входят 6 фломастеров для раскрашивания, цветная карточка.

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: нанесение рисунка по макету клиента ,4600,"2,73",272.9,1255524,55-60,,,0,,"11,000",12,22-24,
,Пенал раскраска,"Материал: нетканый материал
Размер: 21,5*13,3 см
Упаковка: заводская упаковка


", Дизайн: нанесение рисунка по макету клиента ,4600,"1,97",200.0,920000,65-70,,,0,,"15,000",13,23-25,
,Кружка для раскрашивания,"Материал: керамика
Объём: 301-400 мл 
Упаковка: заводская упаковка
Примечание от фабрики: 


 
В комплект входят 6 цветов акварели, кисточка, коробка

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: нанесение рисунка по макету клиента на кружке, печать на коробке по макету клиента ",4600,"8,27",772.3,3552442,70-75,,,0,,"18,000",17,27-29,
,Набор фломастеров для рисования на ткани,"Материал: пластик
Размер:  20*19,5 см
Упаковка: заводская упаковка
Примечание от фабрики: 

8 цветов в наборе. Стоковые цвета фломастеров

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: печать на подложке и на фломастерах по макету клиента ,4600,"2,83",281.5,1294946,75-80,,,0,,"101,000",30,40-42,
,Набор фломастеров,"Материал: пластик
Размер фломастера: 8,5*1 см  
Упаковка: заводская упаковка
Примечание от фабрики: 

8 цветов в наборе. Стоковые цвета фломастеров

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: сток в опп пакете,4600,"0,96",107.9,496432,45-50,,,0,,"2,000",5,15-17,
 ,Пазл из 100 деталей ,"Материал: картон 
Размер: 29,7*21
Упаковка: Картонная коробка 
Примечание от фабрики: 
Вес - 60г

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: цветная пачать
Лого на коробке и на пазлах ",4600,"17,36",1894.4,8714240,45-50,,,0,,"6,000",,10-12,
,Карточный набор,"Материал: картон
Размер карт: 58*88 мм
Размер коробки: 63*93 мм 
Упаковка: заводская упаковка
Примечание от фабрики: 

112 карт в наборе

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: по макету клиента ,4600,"7,31",679.5,3125654,50-55,,,0,,"33,000",13,23-25,
,Плюшевый рюкзак,"Материал: полиэстер
Размер: 24*26*10 см
Упаковка: заводская упаковка
Примечание от фабрики: 

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: по макету клиента, материал и размер как у фабрики ",4600,"9,58",864.0,3974308,80-85,,,0,,"40,000",20,30-32,
,Набор для раскрашивания,"Материал: гипс
Размер: 15*12*3 см
Упаковка: заводская упаковка
Примечание от фабрики: 

В набор входит фигурка, 3 цвета красок, кисточка, упаковка с хедером
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: фигурка по макету клиента, печать на хедере по макету клиента",4600,"1,83",196.4,903624,55-60,,,0,,"22,000",12,22-24,
 ,Набор для создания брелока ,"Материал: пластик (бусины)/ хлопок, полиэстер (веревка)/металл (кольца)
Размер: регулируемый
Упаковка: OPP пакет 
Примечание от фабрики: 


Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: бусины цветовой гаммы клиента.  Два вида веревк. 2 фида фигурных бусин. Бусины в форме букв.,4600,"3,17",300.7,1382990,35-40,,,0,,"8,050",5,15-17,
 ,Настольный светильник  ,"Материал: пластик, стекло 
Размер: 
9,5*5,5*12,5см

Упаковка: картонная коробка 
Примечание от фабрики: 


Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: 
Печать логотипа и маскота клиента на стекле 
Способ печати логотипа на изделии - цветная печать ",4600,"4,4",430.1,1978414,35-40,,,0,,"13,050",5,15-17,
 ,Деревянный календарь ,"Материал: Дерево 
Размер: 
9,5*5,5*12,5см

Упаковка: картонная коробка 
Примечание от фабрики: 


Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: 
Печать логотипа и маскота клиента на стекле 
Способ печати логотипа на изделии - цветная печать ",4600,"2,81",276.3,1270842,55-60,,,0,,"30,500",10,20-22,
 ,Набор для создания картины из шариков ,"Материал: дерево, хлопок, полиэстер 
Размер: 
20*20

Упаковка: пластиковая упаковка 
Примечание от фабрики: 

Шарики состоят из ткани (хлопок+полиэстер), на холсте - клейкий слой, к которому приклеиваются шарики. В наборе - пластиковый пинцет для наклейки шариков. 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: 
Печать маскота клиента на холсте, подбор шариков в цвет печати  
Способ печати логотипа на изделии - цветная печать ",4600,"2,86",280.7,1291220,50-55,,,0,,"8,000",5,15-17,
,Плюшевая игрушка,"Материал: полиэстер
Размер: 30*45*30
Упаковка: заводская упаковка
Примечание от фабрики: 

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: вишивка логотипа клиента на игрушке ,4600,"18,96",1726.8,7943372,36-70,,,0,,"18,000",20,30-32,
,Набор свечей в подарочной коробке ,"Материал: парафин
Размер:
размер коробки - 22*9*9,5 см
Упаковка: картонная подарочная коробка
Примечание от фабрики: 

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: печать сток,4600,"10,83",982.4,4519178,50-55,,,0,,"6,100",5,15-17,
 ,"Карточная игра
Картонная коробка","Описание: карточная игра, карта круглая диам. 80 мм, 43 шт.
Картон 2 сторонний 300 гр, рубашка одинаковая, лица разные.
Печать 4+4 + матовый ВД лак
Упаковка: Коробка картонная под карты, печать 4+0, матовая ламинация 1+0, картон 1 сторонний 270 гр. вырубка, склейка на 1 точку.
Комплектовка карт в коробочку, упаковка в термоусадку, далее в гофрокороба
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: цифровая печать ,4600,"3,6",385.4,1772840,50-55,,,0,,"13,400",7,17-19,
 ,"Карточная игра
Жестяная коробка","Описание: карточная игра, карта круглая диам. 80 мм, 43 шт.
Картон 2 сторонний 300 гр, рубашка одинаковая, лица разные.
Печать 4+4 + матовый ВД лак
Упаковка: жестяная коробка с печатью, коробка со скругленными углами.
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: цифровая печать ,4600,"3,6",385.4,1772610,50-55,,,0,,"6,100",5,15-17,
 ,Браслет,"Материал: силикон
Размер: 202*12*2мм
Упаковка: опп-пакет
Цвет: полупрозрачный матовый 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: шелкография  ,4600,"0,4","79,4",#VALUE!,50-56,,,0,,"70,700",7,17-19,
,Брелок с жаккардовой биркой,"Материал: полиэстер, жаккардовая ткань, металлический сплав
Длина: 18 см
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ",Дизайн: кастомная жаккардовая бирка + выкрас нитей в пантон,4600,2.0,230.0,1058000,60-65,,,,,10900,10,20-22,
,Брелок с металлическим шильдом,"Материал: полиэстер, жаккардовая ткань, металлический сплав
Длина: 18 см
Диаметр шильда: 3 см
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ",Дизайн: эмбоссинг лого клиента + выкрас нитей в пантон,4600,2.0,230.0,1058000,60-65,,,,,15800,15,25-27,
,Елочная игрушка ,"Материал: пластик
Размер: 11*8*8 см

Упаковка: заводская упаковка
Примечание от фабрики: 

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: печать сток,4600,"2,55",250.2,1151012,45-50,,,0,,"5,700",5,15-17,
,Елочная игрушка ,"Материал: пластик
Размер: 11*11*6 см

Упаковка: заводская упаковка
Примечание от фабрики: 

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: печать сток,4600,"4,11",381.0,1752370,45-50,,,0,,"5,900",5,15-17,
,Скакалка с настраиваемой длиной,"Материал: пвх и стальные нити, ручка - пластик
Размер: 300 см
Упаковка: индивидуальный пакетик

Примечание от фабрики: 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета"," Дизайн: нанесение лого
Вид нанесния: тампопечать в 1 цвет на обеих ручках",4600,5.0,474.0,2180400,35-40,,,,,4900,5,15-17,
,Ракетки для настольного тенниса ,"Материал: дерево
Упаковка: заводская упаковка

Примечание от фабрики: 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета
Ручка синего цвета
В наборе две ракетки","Дизайн: печать лого клиента на ракетке, одноцвет, с одной стороны",4600,16.0,1950.0,8970000,40-45,,,,,12800,10,15-17,
,Шарик для пинг-понга,"Материал: пластик
Размер: 40 мм (диаметр)

Упаковка: заводская упаковка
Примечание от фабрики: 

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета 

","Дизайн: Цвет: белый, оранжевый, синий, зелёный, жёлтый, серый, темно-зеленный, розовый (3 цвета), красный
печать лого клиента",4600,1.0,151.0,694600,65-70,,,,,4000,5,20-22,
,Скакалка,"Материал: пвх , ручка - пластик
Размер: 300 см
Упаковка: индивидуальный пакетик

Примечание от фабрики: 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета"," Дизайн: нанесение логотипа клиента на ручку
",4600,"0,94",114.0,524400,35-40,,,,,20300,10,20-22,
 ,Сквиш,"Материал: PU с восстанавливающим форму эффектом, фабрика 2
Размер: 6*12 см
Упаковка: индивидуальный пакет
Примечание от фабрики: 
- максимальный размер 12 см
- смогут реализовать по визуалу, но не делают ворсинки
- цена на 1 дизайн
- для запуска необходимо предоставить 3д макет и пантоны
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета

", Дизайн: индивидуальная форма,4600,2.7,256.7,1180866,50-55,,,0,,"23,000",15,25-27,
 ,Кепка,"Материал: хлопок
Размер: 56-58 см
Упаковка: индивидуальный пакет
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета 

"," Дизайн: 
- выбор цвета материала 
- логотип 1 цвет вышивка",4600,4.2,385.2,1771782,50-55,,,0,,"23,000",15,25-27,
 ,Развивающая игра,"Материал: дерево
Размер: 29,3*9,5*8 см
Упаковка: заводская цветная коробка


Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: есть возможность поменять цвета+нанести свои рисунки на брусочки+нанести печать по макету клиента на заводскую коробку,4600,"19,98",1808.5,8319146,65-70,,,0,,"30,000",15,25-27,
 ,Книжка для купания,"Материал: ЭВА
Размер: примерно 7*7см
Упаковка: опп пакетик


Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета

Может понадобиться оформление сертификации 
", Дизайн: печать по макету клиента,4600,"1,50",151.1,694830,70-75,,,0,,"26,000",15,25-27,
 ,Мягкая тактильная книжка с шуршащими элементами,"Материал: полиэфирное волокно, ПЭТ
Размер: 11*11*2.5 см
Упаковка: опп пакетик


Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета 

Может понадобиться оформление сертификации ", Дизайн: печать по макету клиента,4600,"1,31",143.3,658950,70-75,,,0,,"20,000",15,25-27,
 ,Калейдоскоп,"Материал: картон
Размер: 19х4,5 см
Упаковка: опп пакетик


Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: печать по макету клиента,4600,"1,46",156.0,717600,50-55,,,0,,"15,000",15,25-27,
 ,Логическая игрушка,"Материал: дерево, картон
Размер: 19,5х24х4 см
Упаковка: заводская коробка


Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: лазерная гравировка,4600,"8,6",774.7,3563758,45-50,,,0,,"10,000",10,20-22,
 ,магнитная доска для рисования,"Материал: пластик
Размер: 13*10 см
Упаковка: заводская упаковка


Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: логотип шелкография,4600,"2,7",260.0,1196000,70-75,,,0,,"30,000",10,20-22,
 ,Головоломка Волшебная линейка,"Материал:  АБС
Размер: 10*6,7*2,5 см
Упаковка: заводская упаковка
 можно собирать различные фигуры, прекрасно подходит в качестве развивающей игры.

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: печать на коробке по макету клиента ,4600,"3,9",370.0,1702000,60-70,,,0,,"11,000",11,21-23,
 ,игрушка-антистресс,"Материал:  полипропиленовый хлопок
Размер: 25*20*25 см
Упаковка: заводская упаковка
 дышащие игрушки с возможностью слушать песенки, двигается животик, игрушка издает дыхание и сопение

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета 

", Дизайн: нанесение лого трафаретной печатью,4600,"8,2",745.0,3427000,80-85,,,0,,"19,000",11,21-23,
 ,Бизиборд для малышей,"Материал:  пластик
Размер: 9х9х9 см
Цвет: серый
Упаковка: фабричная коробка
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета 

", Дизайн: тампопечать в один цвет,4600,"6,53",656.64,3020544,55-60,,,0,,"15,100",10,20-22,
 ,"""Говорящая игрушка""","Материал:  пластик
Размер: 9х9,5 см
Цвет: розовый, голубой
Упаковка: фабричная коробка

Произносит слова на английском языке, 112 карточек в комплекте
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: шелкография в один цвет,4600,"5,91",594.10,2732860,55-60,,,0,,"10,500",10,20-22,
 ,Книжка с мягкими наклейками,"Материал:  полиэстер
Размер: 21х21 см
Упаковка: прозрачный пакет
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: настройка по макету,4600,"5,51",548.55,2523330,55-60,,,0,,"14,400",10,20-22,
,"Микрофон Bluetooth
Караоке","Материал:  пластик
Размер: 19х7,9х7,9 мм
Упаковка: фабричная коробка
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: гравировка ,4600,"12,94","1,196.92",5505832,55-60,,,0,,"10,300",10,20-22,
 ,"Минипринтер
Термонаклейки ч/б","Материал:  пластик
Размер: 12х9х5 см
Упаковка: фабричная коробка
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: шелкография в один цвет,4600,"11,94","1,095.85",5040910,55-60,,,0,,"9,600",10,20-22,
 ,Мягкая игрушка Унчик,"Материал:  плюш
Размер: 15х20х20 см
Упаковка: прозрачный пакет
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: разработка по макету,4600,"10,43",988.94,4549124,55-60,,,0,,"22,400",10,20-22,
 ,"Игра ""Раскопки""","Материал:  гипс, камни, пластковые лопатки
Размер: 18,5х20,5х5,5 см
Упаковка: Индивидуальная цветная коробка
Примечание: цвет камня см. на картинке, набор из 10 камней, размер 1-1,5 см
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: Индивидуальная цветная коробка,4600,"11,76","1,136.90",5229740,55-60,,,0,,"11,500",10,20-22,
 ,Металлический брелок Унчик,"Материал:  сплав металла
Размер: 4х5х0,3 см
Упаковка: прозрачный пакет

Открытие формы включено в стоимость
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: индивидуальная форма,4600,"2,74",316.70,1456820,55-60,,,0,,"26,700",10,20-22,
 ,Планшет для рисования,"Материал:  пластик
Размер: 23х15х1 см
Упаковка: фабричная коробка
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: шелкография в один цвет на задней стороне, настройка цвета по пантону",4600,"4,17",446.16,2052336,55-60,,,0,,"9,800",10,20-22,
 ,"Конструктор типа ""Лего"" с брендированной коробкой","Материал:  пластик
Размер: 233 детали
Упаковка: брендированная коробка по макету клиента
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: коробка по макету,4600,"11,13","1,019.20",4688320,90-95,,,0,,"9,800",10,20-22,
 ,"Конструктор типа ""Лего"" с брендированной коробкой","Материал:  пластик
Размер: 333 детали
Упаковка: брендированная коробка по макету клиента
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета ", Дизайн: коробка по макету,4600,"14,18","1,315.11",6049506,90-95,,,0,,"6,100",10,20-22,
 ,Ланъярд для телефона ,"Материал:  полиэстер, нейлон, металл, пластик 
Размер: 
Длина шнурка - 15 см
Диаметр шнурка - 8 мм
Упаковка: заводская упаковка 
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: Печать логотипа клиента на 2-х элементах ланъярда (см. доп. фото), выбор цвета веревочки из каталога фабрики. Выбор формы держателя для телефона (не влияет на стоимость) ",4600,"3,12",329.00,1513400,35-40,,,0,,"7,300",7,17-19,
,Ростомер по индивидуальной форме с печатью логотипа ,"Материал:         
Бумага 
Размер: примерно 120 см
Упаковка: заводская упаковка 

Маркер с ластиком идет в комплекте  
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: Печать логотипа клиента на в нижней части ростомера, выбор цвета изделия из каталога фабрики. Верхняя часть ростомера по дизайну клиента (печать маскота) ",4600,"6,34",620.00,2852000,35-40,,,0,,"27,500",7,17-19,
,Подушка индивидуальной форме с печатью Унчика \ самосвала ,"Материал: ПП хлопок 
Размер: Цены актуальны для размера примерно 40*35
Упаковка: заводская упаковка 

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: Запечатка по дизайну клиента, форма по макету клиента ",4600,"5,84",520.00,2392000,35-40,,,0,,"6,200",5,15-17,
,Силиконовый ночник по форме клиента ,"Материал: Силикон 
Размер:Точный размер станет известен после предоставления макета, цен актуальны для размера 5*10*15 см 
Упаковка: заводская упаковка 

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: Запечатка по дизайну клиента, форма по макету клиента ",4600,18.0,"1,600.00",7360000,50-55,,,0,,"220,000",10,20-22,
,Силиконовый пенал ,"Материал: Силикон 
Размер:Точный размер станет известен после предоставления макета, цен актуальны для размера 7*7*22 см 
Упаковка: заводская упаковка 

Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: Запечатка по дизайну клиента , форма по макету клиента ",4600,"6,5",556.23,2558658,50-55,,,0,,"476,000",15,25-27,
 ,Ручка,"Материал: пластик
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - синий", Дизайн: печать лого шелкография,4600,"2,25",188.3,865950,40-45,,,,,"3,000",7,17-19,
 ,Карандаш,"Материал: дерево, термотрансферная пленка (включая наконечник с ластиком)
Размер: 19*0,8 см
Упаковка: сток пакетик
Примечание от фабрики: необходима проработка образца и подтверждение стоимости после подтверждения образца", Дизайн: по макету,4600,"0,9",50.2,230920,40-45,,,,,150000,10,20-22,
 ,"Набор джибитсов, 3 шт ","Материал: пвх
Размер: 2-3 см
Упаковка: индивидуальный пакет", Дизайн: индивидуальная форма и дизайн,4600,"1,2",120.5,554300,40-45,,,,,32500,7,17-19,
,Готовая игрушка Лошадь 1,"Материал: плюш
Размер: 20 см
Упаковка: прозрачный пакет
Примечание от фабрики: возможна вышивка логотипа, стоимость рассчитывается по макету заказчика

Сертификаты не включены в стоимость, ДС и СС примерно 100-120 тыс.руб.", Дизайн: без кастома,4600,5.5,467.9,2152386,50-55,,,,,"2,900",2,12-14,
 ,Ланъярд для телефона ,"Материал:  полиэстер, нейлон, металл, пластик 
Размер: 
Длина шнурка - 15 см
Диаметр шнурка - 6 мм
Длина в сложенном виде - 50 см 
Упаковка: заводская упаковка 
 
Цены ориентировочные, точные цены могут быть предоставлены после утверждения макета "," Дизайн: Печать логотипа клиента на 2-х элементах ланъярда (см. доп. фото), выбор цвета веревочки из каталога фабрики. Фурнитура оранжевого цвета. ",4600,"3,38",291.09,1339014,50-55,,,0,,"25,200",10,20-22,
