,,,,500,"6,8","703,1","7,2","740,1",,"7,0","720,5","7,4","758,5",,,,,
,,,,1000,"6,8","701,4","7,2","738,3",,"7,0","718,8","7,4","756,7",,,,,
,,,"Дизайн: тиснение лого, от 1000 шт выкрас в пантон 185С  (до 1000 шт стоковый красный - необходимо подтверждение цвета с картами пантон)",100,"8,1","836,4","8,6","880,4",65-70,"8,3","853,8","8,7","898,7",60-65,9 800,20,30-32,
,,,,300,"8,0","825,0","8,4","868,4",,"8,2","842,4","8,6","886,7",,,,,
,,,,500,"8,0","822,7","8,4","866,0",,"8,2","840,1","8,6","884,3",,,,,
,,,,1000,"8,0","821,0","8,4","864,2",,"8,1","838,4","8,6","882,5",,,,,
 ,"Зарядное устройство, ПЗУ","Материал: пластик
Размер: 9.3 х 6.3 х 2.6 см
Упаковка: индивидуальный пакет
Примечание от фабрики: емкость аккумулятора 5000 мАч"," Дизайн: выкрас в градиент (аквапечать), софт-тач покрытие, лого 2+0",2000 (мин),"10,1","1035,9","10,6","1090,4",70-75,"10,7","1098,3","11,2","1156,1",60-65,19 240,7,17-19,
 ,"Зарядное устройство, 10000 mAh","Материал: пластик
Размер: 14.5 х 6.8 х 1.5 см
Упаковка: индивидуальный пакет
Примечание от фабрики: емкость аккумулятора 10000 мАч"," Дизайн: выкрас в градиент (аквапечать), софт-тач покрытие, лого 2+0",2000 (мин),"13,2","1358,7","13,9","1430,3",70-76,"14,1","1451,3","14,8","1527,7",60-66,19 590,7,17-19,
,Зарядное устройство,"Материал: пластик
Размер: 9.3 х 6.4 х 1.4 см
Упаковка: индивидуальный пакет
Примечание от фабрики: емкость аккумулятора 5000 мАч"," Дизайн: выкрас в градиент* (распыление), софт-тач покрытие, лого 2+0

*градиент распыляется вручную, эффект на каждом изделии может иметь отличия ",1000,"8,1","836,0","8,5","880,0",40-45,"8,7","897,8","9,2","945,1",30-35,24 140,7,17-19,
,,Примечание от фабрики: емкость аккумулятора 10000 мАч,,,"11,3","1161,0","11,9","1222,1",,"12,3","1262,0","12,9","1328,4",,24 490,7,17-19,
 ,Бутылка 1,"Материал: нержавейка 304 
Размер: 460 мл, 4.5 х 23.5 см
Упаковка: сток коробка
"," Дизайн: выкрас в градиент* (распыление), софт-тач покрытие, лого 2+0

*градиент распыляется вручную, эффект на каждом изделии может иметь отличия ",1000,"9,1","965,1","9,6","1015,9",50-55,"10,1","1082,2","10,6","1139,2",40-45,23 700,10,20-22,
,,,,2000,"8,8","936,1","9,3","985,4",,"9,8","1053,2","10,3","1108,6",,,,,
 ,Бутылка 1.1,"Материал: нержавейка 304, 201
Размер: 750 мл, 7.8 х 27 см
Упаковка: сток коробка
"," Дизайн: выкрас в градиент* (распыление), софт-тач покрытие, лого 2+0

*градиент распыляется вручную, эффект на каждом изделии может иметь отличия ",500,"11,5","1219,2","12,1","1283,4",45-50,"12,7","1360,8","13,4","1432,4",35-40,10 800,7,17-19,
,,,,1000,"11,2","1189,5","11,8","1252,1",,"12,4","1331,0","13,1","1401,1",,,,,
 ,Кружка,"Материал: керамика
Объем: 280 мл
Упаковка: пупырка + индивидуальная белая коробка"," Дизайн: выкрас в пантон 185С, глянцевое покрытие, лого на дне",3000 (мин),"5,2","536,8","5,5","565,1",60-65,"6,5","668,9","6,8","704,1",50-55,15 060,10,20-22,
 ,Кружка,"Материал: керамика
Объем: 280 мл
Упаковка: пупырка + индивидуальная белая коробка"," Дизайн: выкрас в градиент*, глянцевое покрытие, лого на дне

градиент распыляется вручную, эффект на каждом изделии может иметь отличия ",3000 (мин),"5,6","572,9","5,9","603,0",60-66,"6,8","704,9","7,2","742,0",50-55,15 060,10,20-22,
,Кружка,"Материал: керамика
Объем: 430 мл
Упаковка: пупырка + индивидуальная белая коробка"," Дизайн: выкрас в градиент*, лого на дне

градиент распыляется вручную, эффект на каждом изделии может иметь отличия ",1000,"7,8","802,7","8,2","844,9",35-40,"9,2","943,3","9,6","992,9",25-30,15 120,7,17-19,
 ,"
Бутылка 2


","Материал: нержавейка 304
Размер: 500 мл
Упаковка: сток
", Дизайн: нанесение лого лазерной гравировкой,500,"7,0","759,6","7,4","799,6",45-50,"7,2","785,4","7,6","826,7",35-40,10 500,5,15-17,
,,,,1000,"6,9","746,5","7,3","785,8",,"7,1","772,9","7,5","813,6",,,,,
 ,"
Бутылка 3


","Материал: нержавейка 201
Размер: 1000 мл
Упаковка: сток
", Дизайн: нанесение лого лазерной гравировкой,500,"7,4","793,0","7,8","834,7",45-50,"7,9","849,8","8,3","894,5",35-40,9 400,7,17-19,
,,,,1000,"7,2","772,5","7,6","813,2",,"7,7","829,4","8,1","873,1",,,,,
 ,"Термокружка, 380 мл","Материал: внутренняя часть — 316 нержавеющая сталь, внешняя часть — 304 нержавеющая сталь + крышка из пищевого PP
Размер: 380 мл – 8,9 × 7 × 14,5 см
Упаковка: коробка сток","Дизайн: градиент (распыляется вручную, эффект на каждом изделии может иметь отличия)",500,"14,3","1475,2","15,1","1552,9",40-45,"15,6","1603,1","16,4","1687,5",30-35,12 600,10,20-22,
,,,,1000,"14,3","1473,5","15,1","1551,1",,"15,6","1601,4","16,4","1685,7",,,,,
 ,Подставка для ноутбука и планшета,"Материал: алюминиевый сплав
Размер: 255 х 44 х 15 мм
Упаковка: сток ",Дизайн: гравировка логотипа,100,"5,8","599,6","6,1","631,2",40-45,"6,9","709,1","7,3","746,5",30-35,7 700,7,17-19,
,,,,300,"5,7","588,9","6,0","619,9",,"6,8","698,4","7,1","735,1",,,,,
,,,,500,"5,6","578,2","5,9","608,7",,"6,7","687,7","7,0","723,9",,,,,
,,,,1000,"5,5","571,0","5,8","601,0",,"6,6","680,5","7,0","716,3",,,,,
 ,Прозрачный пластиковый бейджкипер ,"Материал: ПВХ
Размер: 6.2 х 10.1
Упаковка: индивидуальный пакет", Дизайн: сток,50,"0,8","87,4","0,9","92,0",35-40,"0,9","92,1","0,9","97,0",25-30,1 680,2,12-14,
,,,,100,"0,7","71,2","0,7","75,0",,"0,7","76,0","0,8","80,0",,,,,
,,,,300,"0,6","60,4","0,6","63,6",,"0,6","65,2","0,7","68,6",,,,,
,,,,500,"0,5","55,5","0,6","58,4",,"0,6","60,2","0,6","63,4",,,,,
,,,,1000,"0,5","53,0","0,5","55,8",,"0,5","53,0","0,5","55,8",,,,,
 ,Ручка 1,"Материал: металл
Размер: 130 х 7.6 мм
Упаковка: сток пакет
"," Дизайн: градиент, софт-тач, пантон, лого уф печать",500,"1,0","103,4","1,1","108,8",40-45,"1,0","105,9","1,1","111,5",30-35,9 700,8,18-20,
,,,,1000,"1,0","94,8","1,0","99,8",,"1,0","97,4","1,0","102,5",,,,,
,,,,2000,"0,9","83,9","0,9","88,3",,"0,9","86,5","0,9","91,1",,,,,
 ,Ручка 2,"Материал: металл
Размер: 127 х 9.6 мм
Упаковка: сток пакет
"," Дизайн: градиент, софт-тач, пантон, лого уф печать",500,"1,0","106,7","1,1","112,3",40-45,"1,0","109,3","1,1","115,1",30-35,6 950,8,18-20,
,,,,1000,"1,0","98,1","1,0","103,3",,"1,0","100,8","1,1","106,1",,,,,
,,,,2000,"1,0","90,5","1,0","95,3",,"1,0","93,2","1,0","98,1",,,,,
,Ручка 3,"Материал: металл
Упаковка: сток пакет
"," Дизайн: градиент, софт-тач, пантон, лого уф печать",1000,"1,9","196,7","2,0","207,1",40-45,"2,0","202,7","2,1","213,4",30-35,12 700,8,18-20,
,,,,2000,"1,8","189,4","1,9","199,4",,"1,9","195,5","2,0","205,8",,,,,
 ,Карандаш,"Материал: дерево, пленка
Размер: 19 х 0,8 см
Упаковка: сток
Примечание от фабрики: не заточенный (как на доп фото)",Дизайн:  термоусадочная пленка по индивидуальному дизайну,5000,"0,3","26,3","0,3","27,7",45-50,"0,3","29,0","0,3","30,5",35-40,40 000,15,25-27,
,,,,10000,"0,2","20,9","0,2","22,0",,"0,2","23,4","0,2","24,7",,,,,
 ,Беспроводное зарядное устройство,"Материал: пластик
Размер: 9.5 х 9.5 х 0.5 см
Упаковка: индивидуальный пакет","Дизайн: выкрас в градиент* (распыление), софт-тач покрытие, лого 2+0

*градиент распыляется вручную, эффект на каждом изделии может иметь отличия
",1000,"5,2","531,8","5,4","559,8",40-45,"5,8","596,6","6,1","628,0",30-35,9 450,7,17-19,
,Беспроводное зарядное устройство,"Материал: пластик
Размер: 9.2 х 9.2 х 1 см
Упаковка: индивидуальный пакет"," Дизайн: выкрас в градиент (аквапринт), софт-тач покрытие, печать лого",2000,"6,9","711,4","7,3","748,8",65-70,"7,2","746,9","7,6","786,2",55-60,19 230,7,17-19,
,Беспроводное зарядное устройство,"Материал: пластик
Размер: 9.8 х 0.8 см
Упаковка: индивидуальный пакет
Технические характеристики: 15W; 10W; 7,5W; 5W",Дизайн: выкрас в пантон 185С и нанесение логотипа,3000,"5,2","532,0","5,4","560,0",50-55,"5,5","568,8","5,8","598,8",40-45,29 800,20,30-32,
,,,Дизайн: нанесение логотипа,1000,"4,9","503,2","5,1","529,7",,"5,2","540,1","5,5","568,5",,17 500,15,,
 ,Рюкзак,"Материал: нейлон, мембранная ткань
Размер: 44 х 28 х 11 см
Упаковка: индивидуальный пакет
Примечание от фабрики: финальная стоимость будет зависеть от брендирования"," Дизайн: цвет материала на выбор из раскладки фабрики, подбор фурнитуры под цвет материала, печать лого / ПВХ-бирка",300,"49,1","5060,8","51,7","5327,2",55-60,"51,6","5315,4","54,3","5595,1",45-50,21 070,7,17-19,
,,,,500,"46,5","4784,7","48,9","5036,5",,"48,9","5039,2","51,5","5304,5",,,,,
,,,,1000,"43,8","4509,1","46,1","4746,4",,"46,2","4763,6","48,7","5014,4",,,,,
 ,Термокружка,"Материал: нержавеющая сталь
Объем: 480 мл
Упаковка: сток коробка
 "," Дизайн: градиент, софт тач, пантон, лого ",500,"9,1","965,7","9,6","1016,5",45-50,"10,4","1112,1","10,9","1170,6",35-40,11 400,10,20-22,
,,,,1000,"8,8","935,8","9,3","985,1",,"10,1","1082,2","10,6","1139,2",,,,,
,,,,2000,"8,6","906,9","9,0","954,6",,"9,8","1053,2","10,3","1108,6",,,,,
 ,Бутылка 4,"Материал: нержавеющая сталь
Объем: 500 мл
Упаковка: сток коробка
"," Дизайн: градиент, софт-тач, пантон, лого ",500,"9,5","1001,6","10,0","1054,3",40-45,"10,4","1104,1","10,9","1162,2",30-35,10 800,7,17-19,
,,,,1000,"8,9","943,5","9,4","993,2",,"9,8","1046,0","10,3","1101,1",,,,,
,,,,2000,"8,8","937,1","9,3","986,4",45-50,"9,8","1039,6","10,3","1094,3",35-40,,,,
 ,Кружка 2,"Материал: нержавейка 304
Размер: 500 мл, 15.7 х 8.9 х 7.4 см
Упаковка: коробка (можно нанести лого, в стоимость не входит)

"," Дизайн: градиент, софт тач, пантон, лого ",1000,"9,2","961,8","9,7","1012,4",45-50,"10,0","1057,0","10,5","1112,6",35-40,7 500,5,15-17,
,,,,2000,"8,9","932,8","9,4","981,9",,"9,7","1028,0","10,2","1082,1",,,,,
 ,Кружка 2.1,"Материал: нержавейка 304
Размер: 660 мл, 21.5 х 7 см
Упаковка: сток коробка
"," Дизайн: градиент, софт тач, пантон, лого ",500,"9,2","981,2","9,7","1032,8",45-50,"10,6","1133,6","11,2","1193,3",35-40,12 700,10,20-22,
,,,,1000,"8,9","951,2","9,4","1001,3",,"10,3","1103,7","10,8","1161,8",,,,,
 ,Кружка 2.2,"Материал: нержавейка 316
Размер: 320 мл, 14 х 6.5 см
Упаковка: сток коробка
"," Дизайн: градиент, софт тач, пантон, лого (в верхней части, тк нижняя ребристая)",3000,"7,7","809,8","8,1","852,4",40-45,"8,6","912,3","9,0","960,3",30-35,28 200,7,17-19,
,,,,,,,,,,,,,,,,,,
 ,Музыкальная колонка,"Материал: ABS
Размер: 7.3 х 6 см
Упаковка: индивидуальная коробка
Примечание от фабрики: зарядка от type-C, емкость аккумулятора 800  мАч, водоотталкивающее покрытие","Дизайн: выкрас в градиент* (распыление), софт-тач покрытие, лого 2+0

*градиент распыляется вручную, эффект на каждом изделии может иметь отличия
",1000,"12,5","1292,1","13,2","1360,1",45-50,"13,4","1377,4","14,1","1449,9",35-40,7 380,7,17-19,
 ,Красный повербанк,"Материал: abs
Размер: 136,5 × 68 × 15 мм
Ёмкость: 10 000 мАч.
Упаковка: сток",Дизайн: выкрас в пантон и нанесение логотипа ,2000,"14,6","1507,5","15,4","1586,9",70-75,"16,1","1654,5","16,9","1741,6",60-65,23 300,10,20-22,
,,,,3000,"14,6","1507,3","15,4","1586,6",,"16,1","1654,2","16,9","1741,3",,,,,
,Красный повербанк,"Размер: 167 × 91 × 25 мм 
Емкость: 10 000 мАч 
Упаковка: сток  
Примечание: необходимо заказать образец",Дизайн: цвет пантон и нанесение логотипа УФ печатью,100,"8,8","902,9","9,2","950,4",40-45,"9,8","1005,2","10,3","1058,1",30-35,7 700,7,17-19,
,,,,300,"8,7","891,5","9,1","938,4",,"9,7","993,8","10,2","1046,1",,,,,
,,,,500,"8,6","889,2","9,1","936,0",,"9,6","991,5","10,1","1043,7",,,,,
,,,,1000,"8,6","887,5","9,1","934,2",,"9,6","989,8","10,1","1041,9",,,,,
 ,ПЗУ,"Материал: аллюминиевый сплав
Размер: 125,5 х 62,2 х 11,2 мм
Вес: 200 г ± 15 г
Технические характеристики:
 10000 мАч / 3,7 V / 37 Wh
USB-C вход: DC5V/2.4A, 9V/2.0A, 12V/1.5A (18W)  
USB-C выход: DC5V/2.4A, 9V/2.22A, 12V/1.67A (20W) 
Упаковка: стоковая; по макету (с иконками) +12 руб
Примечание: сроки могут ориентировочные ",Дизайн: лазерная гравировка,1000,"23,8","2447,2","25,0","2576,0",55-60,"24,8","2554,9","26,1","2689,3",45-50,7 700,7,17-19,
,,,,2000,"23,2","2389,9","24,4","2515,7",,"24,2","2497,6","25,5","2629,0",,,,,
,ПЗУ с магсейф,"Материал: аллюминиевый сплав + ABS 
Размер: 103 х 69 х 8,6 мм
Технические характеристики: 
5000mAh / 3.7V / 18.5Wh  
Type-C вход: DC5V/2.4A, 9V/2.0A (18W) 
Type-C выход: DC5V/2.4A, 9V/2.22A, 12V/1.67A (20W)  
Выход беспроводной зарядки: 15W / 10W / 7.5W / 5W  
Упаковка: стоковая; по макету (с иконками) +12 руб
Примечание: сроки ориентировочные",Дизайн: лазерная графировка,1000,"21,8","2245,4","23,0","2363,6",55-60,"22,5","2317,9","23,7","2439,9",45-50,7 700,7,17-19,
,,,,2000,"21,2","2188,1","22,4","2303,3",,"21,9","2260,6","23,1","2379,6",,,,,
,ПЗУ с магсейф,"Материал: Пластик 
Размер: 95 × 64 × 14 мм.
Ёмкость: 10 000 мАч.",Дизайн: нанесение логотипа,100,"12,2","1252,5","12,8","1318,4",35-40,"13,3","1373,2","14,0","1445,5",25-30,7 700,7,17-19,
,,,,300,"12,1","1241,7","12,7","1307,0",,"13,2","1362,5","13,9","1434,2",,,,,
,,,,500,"12,0","1239,5","12,7","1304,8",,"13,2","1360,3","13,9","1431,9",,,,,
,,,,1000,"12,0","1237,9","12,7","1303,1",,"13,2","1358,7","13,9","1430,2",,,,,
,ПЗУ,"Материал: Пластик PC + алюминиевый сплав 
Размер продукта: 96 × 66 × 9.5 мм 
Емкость: 5000 мАч.",Дизайн: нанесение логотипа,100,"23,1","2376,3","24,3","2501,3",40-45,"24,1","2479,2","25,3","2609,7",30-35,7 700,5,15-17,
,,,,300,"23,0","2365,5","24,2","2490,0",,"24,0","2468,4","25,2","2598,3",,,,,
,,,,500,"22,9","2363,3","24,2","2487,7",,"23,9","2466,3","25,2","2596,1",,,,,
,,,,1000,"22,9","2361,7","24,1","2486,0",,"23,9","2464,7","25,2","2594,4",,,,,
 ,Ручка 4,"Материал: металл
Размер: 14.8 х 0.9 см
Упаковка: сток пакет
"," Дизайн: выкрас корпуса в серый пантон, колпачок - в красный, софт-тач, лого уф печать",5000,"1,7","170,8","1,8","179,8",50-55,"1,7","175,4","1,8","184,6",40-45,22 900,20,30-32,
,,,,,,,,,,,,,,,,,,
 ,Металлизированный куб-антистресс," 
         
Материал: цинковый сплав 210 гр
Размер: 2 х 2 х 2 см (в сложеном виде); 2 х 4 х 8 см (в разложеном виде)
Упаковка: без упаковки",Дизайн: сток,100,"7,7","796,3","8,1","838,2",35-40,"8,6","886,9","9,1","933,6",25-30,7 700,7,17-19,
,,,,300,"7,6","785,6","8,0","826,9",,"8,5","876,1","9,0","922,3",,,,,
,,,,500,"7,6","783,4","8,0","824,6",,"8,5","874,0","8,9","920,0",,,,,
,,,,1000,"7,6","781,8","8,0","822,9",,"8,5","872,4","8,9","918,3",,,,,
,Металлизированный куб-антистресс в брендированной упаковке,"Материал: цинковый сплав 210 гр
Размер: 2 х 2 х 2 см (в сложеном виде); 2 х 4 х 8 см (в разложеном виде)
Упаковка: в картонной коробке по макету",Дизайн: сток,100,"18,6","1918,2","19,6","2019,2",60-65,"19,6","2018,9","20,6","2125,1",50-55,24 900,20,30-32,
,,,,300,"18,5","1907,5","19,5","2007,9",,"19,5","2008,1","20,5","2113,8",,,,,
,,,,500,"18,5","1905,3","19,5","2005,6",,"19,5","2006,0","20,5","2111,5",,,,,
,,,,1000,"18,5","1903,7","19,5","2003,9",,"19,5","2004,3","20,5","2109,8",,,,,
 ,Металлизированный куб-антистресс в брендированной упаковке,"Материал: цинковый сплав 210 гр
Размер: 2 х 2 х 2 см (в сложеном виде); 2 х 4 х 8 см (в разложеном виде)
Упаковка: в овальном кошелечке на замочке с нанесением логотипа
Примечание от фабрики: может потребоваться уточнение сроков при заказе",Дизайн: сток,300,"9,2","947,5","9,7","997,4",40-45,"10,2","1048,2","10,7","1103,4",30-35,12 600,15,25-27,
,,,,500,"8,9","917,1","9,4","965,4",,"9,9","1017,8","10,4","1071,4",,,,,
,,,,1000,"8,6","887,3","9,1","934,0",,"9,6","987,9","10,1","1039,9",,,,,
 ,Металлизированный куб-антистресс в брендированной упаковке,"Материал: 155 грамм алюминий
Размер: 
Упаковка: в квадратном кошелечке на замочке с нанесением логотипа
Примечание от фабрики: может потребоваться уточнение сроков при заказе", Дизайн: сток,300,"13,3","1374,3","14,0","1446,6",40-45,"14,2","1462,9","15,0","1539,9",30-35,12 601,16,26-28,
,,,,500,"13,0","1343,9","13,7","1414,6",,"13,9","1432,5","14,6","1507,9",,,,,
,,,,1000,"12,8","1314,1","13,4","1383,2",,"13,6","1402,6","14,3","1476,5",,,,,
